Tarih;TOPLAM;ADANA;ADIYAMAN;AFYON;AGRI;AMASYA;ANKARA;ANTALYA;ARTVIN;AYDIN;BALIKESIR;BILECIK;BINGOL;BITLIS;BOLU;BURDUR;BURSA;CANAKKALE;CANKIRI;CORUM;DENIZLI;DIYARBAKIR;EDIRNE;ELAZIG;ERZINCAN;ERZURUM;ESKISEHIR;GAZIANTEP;GIRESUN;GUMUSHANE;HAKKARI;HATAY;ISPARTA;MERSIN;ISTANBUL;IZMIR;KARS;KASTAMONU;KAYSERI;KIRKLARELI;KIRSEHIR;KOCAELI;KONYA;KUTAHYA;MALATYA;MANISA;MARAS;MARDIN;MUGLA;MUS;NEVSEHIR;NIGDE;ORDU;RIZE;SAKARYA;SAMSUN;SIIRT;SINOP;SIVAS;TEKIRDAG;TOKAT;TRABZON;TUNCELI;URFA;USAK;VAN;YOZGAT;ZONGULDAK;AKSARAY;BAYBURT;KARAMAN;KIRIKKALE;BATMAN;SIRNAK;BARTIN;ARDAHAN;IGDIR;YALOVA;KARABUK;KILIS;OSMANIYE;DUZCE
2019/08;6.307.508;18.002;0;0;56.178;1;73.905;2.479.217;287.776;31.273;9.732;0;0;0;0;0;834;1.316;0;0;6.804;4.782;480.771;1.905;9;3;3.986;23.032;354;0;18.654;25.746;3.508;10.066;1.540.120;209.461;0;43;14.435;69.900;0;3.441;3.822;723;515;0;0;0;656.618;148;93;0;2.127;0;1.674;12.545;0;25;10;1.880;0;54.449;0;1;0;64.417;0;1.853;0;0;0;0;0;71.641;95;13.343;27.990;240;0;18.045;0;0
2019/09;5.426.818;13.032;0;0;51.341;0;57.098;2.172.303;262.098;26.899;7.133;0;0;0;0;0;904;509;0;0;6.578;4.072;390.595;1.280;0;0;1.659;17.905;182;0;18.358;32.995;3.108;7.504;1.359.175;166.593;2;47;7.747;62.082;0;7.706;1.980;446;411;0;4;0;542.832;0;186;0;606;0;1.527;7.941;0;4;0;2.232;0;13.569;0;1;0;59.035;0;1.438;0;0;0;0;0;52.275;122;11.143;24.472;1.118;0;26.571;0;0
2019/10;4.291.574;11.631;0;0;30.314;1;47.604;1.635.073;184.059;22.794;4.698;0;0;0;0;0;897;1.747;0;0;5.540;3.140;348.285;904;0;0;1.515;12.023;297;0;10.831;23.413;1.948;7.663;1.347.554;115.886;0;86;6.896;53.044;0;7.676;1.942;370;237;0;0;1;273.343;0;13;0;743;4;439;6.443;0;7;249;1.800;0;3.656;0;0;0;33.441;0;1.786;0;0;0;0;0;35.323;94;8.401;22.289;1.566;0;13.908;0;0
2019/11;2.190.622;7.751;0;0;22.606;0;34.468;308.067;173.937;6.022;2.722;0;0;0;0;0;790;1.360;0;0;3.137;764;303.415;198;5;3;1.406;4.361;136;0;7.822;13.709;738;7.176;1.088.372;32.507;0;56;3.199;40.300;0;7.020;383;0;0;0;0;0;12.012;5;18;0;89;0;384;4.686;0;6;1;1.609;0;2.880;0;3;0;23.382;0;1.591;0;0;0;0;0;31.991;45;7.114;22.717;1.057;0;8.602;0;0
2019/12;2.147.878;8.425;0;0;23.606;0;40.912;206.626;175.075;9.083;1.829;0;0;0;0;0;983;139;0;0;1.529;736;314.706;431;0;219;2.002;5.833;606;0;6.261;16.573;2;6.807;1.127.915;41.599;7;50;6.461;37.636;0;4.245;1.202;1;112;0;0;0;6.468;0;77;0;360;1;1.503;6.542;0;5;0;2.110;0;3.651;0;3;0;13.076;0;1.416;0;0;0;0;0;37.409;72;4.102;20.625;815;0;8.032;0;0
2020/01;1.787.435;6.285;0;0;19.103;0;34.365;152.976;143.679;833;1.212;0;0;0;0;0;2.076;181;0;0;840;317;222.494;158;0;215;1.008;2.791;266;0;4.063;12.379;440;6.804;1.017.034;27.854;2;19;7.053;22.708;0;7.922;458;1;1;0;0;0;1.310;0;2;0;48;34;976;5.524;0;0;0;2.351;0;4.414;0;0;0;9.495;0;1.641;0;0;0;0;0;34.321;49;2.748;18.450;2.107;0;8.428;0;0
2020/02;1.733.112;7.710;1;0;15.139;1;37.320;174.758;140.764;46;993;0;0;0;0;0;904;73;0;0;1.231;394;212.853;2;2;2;1.116;3.444;304;0;3.542;10.836;89;5.398;962.151;32.671;2;25;7.249;22.082;0;3.512;408;15;37;0;0;0;2.052;0;0;0;44;8;1.183;5.333;0;6;3;1.913;0;1.739;0;7;0;8.760;0;1.103;0;0;0;0;1;37.070;67;2.937;15.340;1.614;0;8.858;0;0
2020/03;718.097;3.362;0;0;2;2;9.876;103.919;65.119;866;89;0;0;0;0;0;29;54;0;0;4;324;104.914;1;0;1;333;1.050;153;0;125;5.461;6;2.156;374.101;11.889;0;0;2.482;12.874;0;121;138;6;0;0;0;0;1.248;1;0;0;29;3;1.005;2.368;0;0;19;923;0;699;0;15;1;23;0;418;0;0;0;0;0;1.353;34;1.176;639;1.239;0;7.447;0;0
2020/04;24.238;164;2;0;16;23;397;22;3.093;0;3;0;5;0;0;0;2;1;0;0;0;1;11.850;0;1;19;6;20;0;0;3;618;0;79;960;53;12;18;45;101;0;4;35;110;54;0;0;18;182;31;95;0;221;0;421;1.889;0;0;105;31;0;448;0;2;13;0;0;9;0;0;0;0;5;44;0;516;42;152;0;2.297;0;0
2020/05;29.829;159;9;0;0;0;402;167;4.157;0;0;0;0;0;0;0;3;3;0;0;0;4;17.615;0;0;0;0;78;0;0;11;716;0;176;847;30;0;0;16;115;0;11;0;0;3;0;1;0;20;8;0;0;81;0;61;1.775;0;0;38;27;0;337;0;0;0;5;0;47;0;0;0;0;0;21;0;506;79;43;0;2.258;0;0
2020/06;214.768;3.128;0;0;2.653;0;7.260;12.385;6.123;4;70;0;0;0;0;0;34;55;0;0;0;704;64.995;664;0;0;1.493;3.274;35;0;1.149;4.048;6;1.197;66.725;15.263;0;10;4.183;1.601;0;178;1.705;67;179;0;0;2;1.726;0;0;0;258;4;2.019;3.559;0;3;0;109;0;1.283;0;98;0;4;0;196;0;0;0;0;0;522;19;963;762;846;0;3.207;0;0
2020/07;932.927;8.166;0;0;4.297;0;26.449;204.541;8.386;14;331;0;0;0;0;0;89;175;0;0;12;1.522;182.571;2.947;0;0;6.100;5.878;71;0;1.338;6.115;125;2.264;301.930;57.861;0;3;16.469;5.802;0;583;5.370;195;401;0;103;0;55.370;0;0;0;690;14;1.157;8.633;0;6;0;218;0;4.552;0;25;0;9;0;578;0;0;0;0;0;2.557;92;955;1.660;887;0;5.416;0;0
2020/08;1.814.701;6.733;0;0;4.945;0;18.310;772.720;11.734;40;383;0;0;0;0;0;62;153;0;0;0;1.357;163.734;1.496;0;0;2.826;3.497;167;0;2.655;6.316;205;1.605;436.198;66.364;0;13;10.632;16.924;0;420;2.814;160;177;0;0;0;242.438;0;27;0;313;47;2.920;6.112;0;10;0;286;0;6.850;0;53;0;12;0;607;0;0;0;0;0;13.428;66;960;2.188;1.311;0;4.433;0;0
2020/09;2.203.482;3.291;0;0;5.866;0;9.727;995.960;13.242;76;102;0;0;0;0;0;99;147;0;0;3;967;263.495;427;3;0;936;2.160;156;0;3.756;6.412;141;1.102;460.670;42.844;0;3;3.135;46.074;0;575;1.128;0;44;0;1;0;284.316;0;13;0;81;33;1.557;3.770;0;3;41;409;0;3.717;0;16;0;152;0;413;0;0;0;0;0;37.404;36;1.129;2.867;916;0;4.067;0;0
2020/10;1.742.303;3.163;0;0;5.504;0;11.854;682.239;10.329;15;44;0;0;0;0;0;75;158;0;0;82;411;264.021;178;2;0;1.330;1.327;152;0;1.439;8.180;8;1.163;533.405;25.043;5;0;2.511;47.112;0;718;806;0;2;0;0;0;79.387;0;31;0;87;40;1.238;3.361;0;6;71;264;0;2.040;0;1;0;658;0;273;0;0;0;0;0;44.155;40;1.051;2.732;1.192;0;4.400;0;0
2020/11;833.991;2.746;0;0;5.865;0;9.302;100.209;9.390;5;42;0;0;0;0;0;71;113;0;0;256;91;169.528;0;0;0;1.551;243;165;0;935;7.091;0;951;439.920;7.221;0;29;1.539;24.677;0;524;517;0;4;0;0;0;1.704;0;22;0;61;0;1.620;2.844;0;15;53;139;0;941;0;47;0;332;0;246;0;0;0;0;0;34.431;22;677;2.648;657;0;4.547;0;0
2020/12;699.330;2.438;0;0;5.615;0;10.502;56.672;9.006;10;14;0;0;0;0;0;66;105;0;0;155;0;125.981;1;0;372;1.759;933;56;0;553;6.846;300;827;408.040;10.139;0;0;4.333;13.597;0;396;738;0;4;0;0;0;260;0;2;0;14;4;1.539;2.594;0;45;72;218;0;836;0;399;0;202;0;376;0;0;0;0;0;24.949;22;600;2.019;1.040;0;4.681;0;0
2021/01;509.787;1.801;0;0;5.841;0;7.916;47.023;8.779;0;7;0;0;0;0;0;77;82;0;0;173;0;52.698;11;0;658;560;90;17;0;508;6.069;11;588;334.825;4.752;0;4;4.208;4.147;0;559;251;0;1;0;0;0;77;0;0;0;37;0;692;3.235;0;36;0;397;0;763;0;9;0;121;0;258;0;0;0;0;0;15.681;40;310;1.862;485;0;4.128;0;0
2021/02;537.976;2.015;0;0;5.839;1;8.346;44.932;9.526;11;30;0;0;0;0;0;80;101;0;0;188;0;61.914;0;0;0;292;319;5;0;683;5.830;370;692;350.913;5.137;6;14;2.601;5.261;0;591;353;0;0;0;0;0;116;0;25;0;74;0;457;3.335;0;0;0;240;0;600;0;0;0;134;0;327;0;0;0;0;0;19.066;32;524;2.135;306;0;4.555;0;0
2021/03;905.323;3.003;0;0;5.905;0;15.543;160.722;11.627;8;34;0;0;0;0;0;136;174;0;0;287;126;87.823;0;0;4;560;564;16;0;1.391;7.255;426;776;545.608;13.905;0;5;2.069;7.584;0;508;549;13;0;0;0;0;1.180;0;409;0;52;2;1.488;3.122;0;3;0;344;0;734;0;3;0;237;0;568;0;0;0;0;0;20.786;37;772;2.821;446;0;5.698;0;0
2021/04;790.687;3.048;0;0;5.436;0;15.995;171.088;13.030;8;35;0;0;0;0;0;98;95;0;0;168;509;84.173;0;0;0;980;915;58;0;1.306;6.195;331;836;419.686;13.762;0;0;2.308;7.312;0;623;521;4;0;0;0;0;4.217;0;1.915;0;19;3;2.182;2.661;0;5;0;249;0;762;0;1;0;102;0;510;0;0;0;0;0;19.412;23;1.254;3.262;384;0;5.206;0;0
2021/05;936.282;4.400;0;0;4.769;29;16.290;291.653;16.220;36;27;0;0;0;0;0;94;100;0;0;152;701;97.546;466;0;1;1.216;1.336;6;0;1.478;4.071;34;1.044;384.630;20.732;0;3;3.304;9.298;0;1.164;1.413;0;165;0;0;1;37.386;0;1.811;0;5;0;822;2.881;0;5;0;339;0;999;0;75;0;311;0;487;0;0;0;0;0;18.666;22;1.280;3.833;386;0;4.595;0;0
2021/06;2.047.596;8.593;1;0;5.246;76;34.274;771.708;20.149;55;42;0;0;0;0;0;111;206;0;0;947;743;227.152;1.932;5;120;4.933;3.252;130;0;2.206;7.914;549;1.830;684.621;59.340;0;11;8.782;23.567;0;611;5.415;0;394;0;0;0;109.775;0;16;0;83;11;2.337;5.771;0;28;0;498;0;7.217;0;7;0;476;0;889;0;0;0;0;0;32.249;41;1.611;5.339;315;0;6.018;0;0
2021/07;4.360.952;22.602;0;0;4.805;7;82.301;1.771.363;32.448;54;902;0;0;0;0;0;147;144;0;0;3.312;6.435;609.563;6.738;0;6;15.276;14.997;209;0;4.238;10.234;372;4.052;1.130.999;156.241;2;124;43.351;38.564;0;517;15.610;583;1.162;0;0;0;243.246;0;24;0;12;48;1.599;15.081;0;23;59;367;0;39.100;0;5.459;0;656;0;4.119;0;0;0;0;0;50.809;205;1.547;12.075;522;0;8.643;0;0
2021/08;3.982.168;18.040;0;0;5.844;0;64.275;1.823.263;28.129;126;447;0;0;0;0;0;222;212;0;0;3.292;4.536;353.088;3.536;0;31;5.551;14.063;243;0;4.717;29.561;1.098;3.815;1.002.722;126.692;0;66;24.843;41.421;0;820;5.213;323;864;0;5;0;246.795;0;19;0;29;15;1.553;12.809;0;7;125;630;0;35.996;0;11.270;2;1.001;0;2.441;0;0;0;0;0;65.212;130;1.710;16.584;768;0;18.014;0;0
2021/09;3.513.453;11.448;0;0;6.136;0;47.124;1.682.376;29.936;505;126;0;0;0;0;0;107;222;0;0;4.007;2.883;231.775;1.154;0;13;2.043;7.129;188;0;5.416;17.282;1.422;1.718;975.916;85.505;0;31;8.596;35.427;0;548;2.341;91;387;0;4;0;226.267;0;975;0;141;33;684;8.577;0;6;0;613;0;18.103;0;2.678;4;4.004;0;1.377;0;0;0;0;0;57.943;112;1.816;18.698;382;0;9.184;0;0
