Tarih;TOPLAM;ADANA;ADIYAMAN;AFYON;AGRI;AMASYA;ANKARA;ANTALYA;ARTVIN;AYDIN;BALIKESIR;BILECIK;BINGOL;BITLIS;BOLU;BURDUR;BURSA;CANAKKALE;CANKIRI;CORUM;DENIZLI;DIYARBAKIR;EDIRNE;ELAZIG;ERZINCAN;ERZURUM;ESKISEHIR;GAZIANTEP;GIRESUN;GUMUSHANE;HAKKARI;HATAY;ISPARTA;MERSIN;ISTANBUL;IZMIR;KARS;KASTAMONU;KAYSERI;KIRKLARELI;KIRSEHIR;KOCAELI;KONYA;KUTAHYA;MALATYA;MANISA;MARAS;MARDIN;MUGLA;MUS;NEVSEHIR;NIGDE;ORDU;RIZE;SAKARYA;SAMSUN;SIIRT;SINOP;SIVAS;TEKIRDAG;TOKAT;TRABZON;TUNCELI;URFA;USAK;VAN;YOZGAT;ZONGULDAK;AKSARAY;BAYBURT;KARAMAN;KIRIKKALE;BATMAN;SIRNAK;BARTIN;ARDAHAN;IGDIR;YALOVA;KARABUK;KILIS;OSMANIYE;DUZCE
2014/10;3.439.554;10.436;0;0;23.157;0;27.930;1.092.765;156.360;95.746;1.949;0;0;0;0;0;198;1.700;0;0;5;5;249.399;751;0;6;468;2.790;43;0;9.039;36.984;3.824;9.506;1.133.564;131.241;0;0;3.901;36.470;0;1.132;348;237;124;0;0;0;275.755;0;26;0;11;0;0;3.134;0;10.859;0;1.593;0;13.737;0;4;0;13.700;0;698;0;0;0;0;0;27.059;13;3.215;16.643;0;0;43.029;0;0
2014/11;1.729.803;6.775;0;0;18.350;0;21.202;260.873;134.880;16.027;357;0;0;0;0;0;86;695;0;0;2;0;189.818;0;0;8;533;705;31;0;9.541;33.170;17;9.800;845.102;43.668;0;18;927;21.063;0;883;294;88;0;0;0;0;13.928;0;17;0;8;1;0;1.937;0;0;0;1.549;0;1.083;0;0;0;10.350;0;391;0;0;0;0;0;29.175;3;1.951;17.759;0;0;36.738;0;0
2014/12;1.580.041;9.323;0;0;18.849;0;22.380;130.528;132.598;5.443;374;0;0;0;0;0;119;78;0;0;0;1;192.781;4;0;218;1.039;564;45;0;9.702;39.722;0;3.813;856.457;24.753;11;2;1.485;20.871;0;1.001;1.367;121;5;0;0;0;2.782;0;25;0;16;1;0;2.072;0;0;4;1.521;0;1.026;0;2;0;9.829;0;266;0;0;0;0;0;32.823;6;1.331;16.803;0;0;37.880;0;0
2015/01;1.250.941;7.836;0;0;19.587;3;17.868;98.604;108.753;2.617;408;0;0;0;0;0;241;106;0;0;13;7;151.395;5;0;1.005;578;528;27;0;7.293;21.510;0;1.839;692.401;17.820;3;6;732;14.263;0;906;155;79;0;0;0;0;1.059;0;41;0;11;3;0;1.972;0;0;1;1.109;0;942;0;0;0;8.069;0;330;0;0;0;0;0;23.147;4;1.214;12.952;0;0;33.499;0;0
2015/02;1.383.343;7.643;0;0;27.149;2;23.571;135.736;108.651;2.790;392;0;0;0;0;0;111;94;0;0;2;1;155.081;3;0;674;384;587;28;0;9.949;31.974;4;1.855;733.024;25.137;0;10;820;15.046;0;912;260;107;17;0;0;0;2.847;0;6;0;16;0;0;1.687;0;13;3;1.667;0;1.007;0;4;0;18.021;0;329;0;0;0;0;0;26.356;3;1.336;13.823;0;0;34.211;0;0
2015/03;1.895.940;8.769;0;0;56.303;17;24.524;301.344;126.282;9.473;415;0;0;0;0;0;161;486;0;0;8;2;186.162;2;0;411;487;662;27;0;19.120;11.275;24.467;2.873;945.753;36.225;60;3;992;19.055;0;1.031;353;152;2;0;0;0;10.846;0;175;0;11;1;0;2.012;0;0;2;1.213;0;1.748;0;7;0;30.752;0;276;0;0;0;0;1;42.403;7;1.989;18.244;0;0;9.357;0;0
2015/04;2.437.263;9.562;0;0;24.211;0;23.955;622.623;138.706;36.359;1.216;0;0;0;0;0;98;11.921;0;0;2;1;242.813;0;0;6;1.027;1.341;3;0;9.233;3.122;1.240;4.495;1.038.778;71.297;0;6;2.558;29.765;0;975;545;82;0;0;0;2;87.982;0;548;0;18;0;0;1.616;0;35;0;1.536;0;2.297;0;1;0;9.699;0;359;0;0;0;0;0;41.144;2;2.610;12.945;0;0;529;0;0
2015/05;3.804.158;10.824;0;0;28.977;0;28.231;1.345.783;197.821;55.890;1.782;0;0;0;0;0;55;3.431;0;0;6;9;275.877;126;0;3;748;1.756;49;0;12.284;4.320;3.010;7.645;1.184.124;128.725;0;0;3.085;33.329;0;1.023;826;128;16;0;0;0;377.885;0;133;0;8;1;0;2.424;0;515;372;2.113;0;4.059;0;1;0;14.525;0;601;0;0;0;0;0;51.659;3;3.676;15.477;0;0;823;0;0
2015/06;4.123.109;13.208;0;0;31.602;0;34.532;1.593.283;166.389;86.343;1.995;0;0;0;0;0;82;3.344;0;0;0;2;275.894;654;0;5;1.790;2.107;29;0;12.798;5.113;5.620;10.756;1.092.608;145.923;0;5;4.787;33.423;0;957;2.894;175;130;0;0;11;497.751;0;146;0;15;2;0;2.663;0;88;0;1.652;0;4.761;0;1;0;17.416;0;800;0;0;0;0;0;49.155;6;4.942;16.032;0;0;1.220;0;0
2015/07;5.480.502;23.377;0;0;37.291;0;56.985;1.956.711;223.941;77.773;3.396;0;0;0;0;0;2.479;4.543;0;0;0;1;564.533;2.301;2;23;4.941;5.783;99;0;14.974;17.582;15.490;14.881;1.401.856;217.955;3;4;14.725;49.995;0;956;7.307;577;822;0;0;0;597.674;0;24;0;13;2;0;5.613;0;14;6;9.380;0;9.900;0;373;0;24.407;0;1.407;0;0;0;0;0;82.404;5;6.039;17.560;0;0;4.375;0;0
2015/08;5.130.967;26.552;0;0;28.443;0;50.833;1.886.432;236.842;93.277;4.602;0;0;0;0;0;2.010;3.218;0;0;14;1;392.452;1.762;3;10;2.317;4.723;39;0;6.714;7.525;15.048;30.417;1.335.335;202.990;0;1;10.627;51.473;0;1.145;2.742;305;853;0;0;0;595.912;0;0;0;8;9;0;5.482;0;12;1;13.196;0;8.909;0;311;5;9.305;0;1.214;0;0;0;0;0;78.264;6;4.982;13.611;0;0;1.035;0;0
2015/09;4.251.870;18.802;0;0;31.217;0;36.536;1.535.252;223.939;93.119;2.564;0;0;0;0;0;383;4.586;0;0;0;155;282.574;721;0;1;1.025;3.011;50;0;0;10.193;14.592;25.981;1.206.248;152.979;0;1;4.519;45.203;0;918;1.441;201;287;0;0;0;472.558;1;12;0;4;0;0;3.116;0;8;0;6.929;0;6.516;0;63;4;0;0;955;0;0;0;0;0;48.952;0;3.263;8.865;0;0;4.126;0;0
2015/10;3.301.194;18.139;0;0;28.006;0;28.024;1.047.709;171.969;92.654;1.282;0;0;0;0;0;101;5.118;0;0;12;43;237.939;245;0;3;776;4.156;0;0;3.102;27.456;2.874;13.719;1.126.586;127.733;0;0;3.209;33.544;0;951;873;184;0;0;0;0;246.668;1;41;0;7;5;0;2.808;0;2.071;1;4.106;0;3.320;0;6;0;2.421;0;721;0;0;0;0;0;43.026;4;3.258;10.965;0;0;5.358;0;0
2015/11;1.720.554;14.451;0;0;25.869;0;19.644;251.551;160.992;19.029;406;0;0;0;0;0;92;355;0;0;1;48;196.215;0;0;0;259;611;14;0;7.859;6.265;233;6.967;849.211;49.625;0;1;1.039;21.078;0;898;359;106;11;0;0;0;19.484;0;4;0;3;1;0;2.278;0;0;0;2.917;0;453;0;0;0;9.509;0;576;0;0;0;0;0;35.370;2;2.214;12.543;0;0;2.011;0;0
2015/12;1.464.791;16.074;0;0;24.009;1;21.837;99.065;153.776;328;368;0;0;0;0;0;77;100;0;0;0;61;202.010;3;314;0;709;696;45;0;2.576;6.523;0;5.298;822.809;24.140;0;2;1.669;21.611;0;1.090;1.373;0;5;0;0;0;7.334;0;0;0;2;2;0;2.276;0;0;0;2.684;0;270;0;608;0;10.445;0;304;0;0;0;0;0;18.641;2;1.698;11.670;0;0;2.286;0;0
2016/01;1.170.333;12.682;0;0;20.052;1;19.870;76.940;114.756;18;505;0;3;0;0;0;104;246;0;0;0;165;143.626;1;0;2;433;729;0;0;5.093;7.251;0;4.572;693.467;16.356;0;0;721;12.963;0;623;125;1;1;0;0;0;3.306;0;0;0;7;5;0;1.721;0;23;1;3.946;0;154;0;87;0;7.451;0;220;0;0;0;0;0;8.690;6;1.204;9.748;0;0;2.458;0;0
2016/02;1.240.633;5.215;0;0;30.502;3;21.027;90.526;156.869;109;317;0;0;0;0;0;97;120;0;0;1;95;155.444;6;0;0;337;622;18;0;5.958;7.152;3;978;675.250;18.952;0;6;817;15.012;0;713;283;9;4;0;0;0;6.061;0;11;0;20;3;0;1.778;0;13;4;1.876;0;171;0;6;0;19.412;0;298;0;0;0;0;0;8.033;1;1.634;11.574;0;0;3.293;0;0
2016/03;1.652.511;5.857;0;0;55.656;44;20.964;241.421;176.881;6.935;347;0;0;0;0;0;105;2.330;0;0;0;236;186.583;0;183;6;631;762;13;0;5.343;3.883;20.407;948;784.599;37.092;8;0;1.094;18.136;0;700;231;2;0;0;0;0;15.678;0;0;0;3;0;0;1.653;0;9;2;2.646;0;128;0;2;0;33.320;0;358;0;0;0;0;0;4.690;2;4.167;14.254;0;0;4.202;0;0
2016/04;1.753.045;6.222;0;0;27.445;0;18.188;371.921;187.386;21.560;534;0;0;0;0;0;139;1.664;0;0;0;389;216.177;8;509;5;688;1.185;0;0;962;4.444;2.638;971;716.278;37.853;1;3;1.829;23.513;0;740;474;8;6;0;0;0;65.749;0;0;0;6;1;0;1.680;0;0;6;1.920;0;1.918;0;3;0;12.717;0;392;0;0;0;0;0;3.735;11;3.308;13.422;0;0;4.437;0;0
2016/05;2.485.411;8.356;0;0;37.246;0;23.005;621.870;236.021;55.593;693;0;0;0;0;0;65;1.126;0;0;2;661;235.330;124;0;5;748;1.815;68;0;1.202;6.267;5.896;1.239;870.905;65.933;0;9;2.130;26.177;0;721;982;16;0;0;0;0;223.702;0;24;0;2;0;0;1.821;0;0;0;2.010;0;5.315;0;4;0;16.811;0;496;0;0;0;0;0;4.973;10;4.634;16.479;0;0;4.925;0;0
2016/06;2.438.293;8.382;0;0;37.926;0;28.410;701.580;201.377;70.471;1.467;0;0;0;0;0;95;1.111;0;0;0;668;230.676;489;2;16;1.867;654;59;0;3.705;7.442;11.302;1.773;707.949;73.144;0;7;2.884;24.708;0;616;3.505;129;0;0;0;0;259.004;137;0;0;5;1;0;2.149;0;0;0;1.962;0;3.201;0;379;0;17.746;0;647;0;0;0;0;0;4.053;3;5.101;16.211;0;0;5.280;0;0
2016/07;3.468.202;18.432;1;0;31.782;0;45.417;975.335;236.336;44.471;2.733;0;0;0;0;0;735;618;0;0;4;506;538.617;2.589;4;2;6.116;6.472;44;0;4.902;18.178;7.993;3.288;925.506;135.162;0;5;16.573;34.370;0;482;6.732;630;252;0;0;0;321.493;0;387;0;226;0;0;6.188;0;1;108;2.053;0;15.197;0;469;0;19.697;0;1.626;0;0;0;0;0;6.889;3;6.815;18.200;0;0;4.563;0;0
2016/08;3.183.003;14.555;0;0;34.015;0;40.371;969.761;254.101;50.541;2.599;0;0;0;0;0;388;188;0;0;30;631;290.590;1.513;0;13;2.446;4.802;50;0;7.423;18.882;2.140;3.031;909.914;111.913;0;3;9.759;31.253;0;624;1.230;255;234;0;0;4;329.994;0;6;0;1.221;3;0;4.815;0;0;6;2.323;0;17.015;0;202;6;20.200;0;1.164;0;0;0;0;0;9.816;3;7.230;20.513;0;0;5.227;0;0
2016/09;2.855.397;10.661;1;0;37.457;0;32.813;906.986;249.725;44.600;2.255;0;0;0;0;0;148;980;0;0;9;645;253.937;762;0;8;774;4.366;28;0;9.461;17.734;9.714;1.814;801.923;76.803;0;7;4.218;34.165;0;572;1.206;217;147;0;0;3;273.883;0;0;0;402;2;0;3.035;0;2;144;1.922;0;7.842;0;2;0;24.059;0;809;0;0;0;0;1;9.276;1;6.794;18.402;0;0;4.682;0;0
2016/10;2.449.948;9.835;0;0;30.427;0;29.599;787.001;190.942;44.481;686;0;0;0;0;0;113;583;0;0;709;686;217.345;627;0;2;874;3.048;46;0;10.581;14.965;3.564;1.126;792.320;63.123;0;6;3.259;24.636;0;584;1.200;193;0;0;0;0;151.820;0;8;0;141;0;0;2.035;0;320;4;1.672;0;2.639;0;0;0;21.070;0;655;0;0;0;0;0;7.782;0;5.320;18.296;0;0;5.625;0;0
2016/11;1.353.280;7.121;0;0;33.061;0;23.573;124.826;180.564;9.812;297;0;0;0;0;0;109;141;0;0;2.105;396;185.398;0;552;2;444;1.101;35;0;10.402;8.021;1;1.081;664.459;16.659;0;9;1.100;19.160;0;451;201;5;0;0;0;0;5.758;0;0;0;114;4;0;2.231;0;2;0;1.727;0;1.378;0;0;0;17.687;0;421;0;0;0;0;0;6.939;7;3.143;17.507;0;0;5.276;0;0
2016/12;1.302.157;7.131;0;0;30.802;2;27.999;84.329;168.514;125;365;0;0;0;0;0;94;42;0;0;1.983;582;191.629;3;0;80;711;1.314;51;0;8.569;7.682;0;803;675.074;19.114;0;2;1.665;18.429;0;631;1.207;193;1;0;0;0;1.288;0;0;0;118;3;0;2.746;0;0;1;1.780;0;1.109;0;533;1;11.521;0;203;0;0;0;0;0;8.512;3;2.791;16.898;0;0;5.524;0;0
2017/01;1.055.474;6.628;0;0;32.666;5;26.173;64.653;145.046;12;215;0;0;0;0;0;99;69;0;0;1.553;431;118.260;534;0;208;170;1.968;46;0;10.724;8.368;0;757;560.880;13.277;0;6;1.172;8.237;0;534;131;2;0;0;0;0;2.425;0;0;0;116;0;0;2.540;0;27;2;1.950;0;2.197;0;467;0;12.796;0;200;0;0;0;0;0;7.166;3;2.377;15.040;0;0;5.344;0;0
2017/02;1.159.833;5.941;2;0;36.669;3;27.010;66.672;146.337;5;192;0;0;0;0;0;68;124;0;0;1.385;452;159.659;2;1;622;376;1.398;0;0;9.178;7.801;6;882;590.768;16.390;0;5;1.595;13.081;0;515;71;2;2;0;0;2;2.291;0;0;0;155;0;1;1.755;0;27;0;1.568;0;653;0;3;0;30.103;0;220;0;0;0;0;1;9.989;6;2.111;18.686;0;0;5.048;0;0
2017/03;1.587.007;6.403;0;0;67.413;1;30.102;142.798;194.102;3.117;262;0;0;0;0;0;144;100;0;0;3.828;504;200.132;0;0;0;245;1.270;27;0;17.827;8.507;4.246;1.003;743.063;27.805;0;8;1.239;19.169;0;695;92;1;19;0;0;0;7.103;0;5;0;343;0;0;1.885;0;47;2;2.121;0;1.329;0;2;7;51.355;0;495;0;0;0;0;0;12.835;3;6.260;23.645;0;0;5.448;0;0
2017/04;2.070.322;6.531;0;0;28.578;4;31.627;501.259;189.302;13.165;1.792;0;4;0;0;0;98;378;0;0;2.877;1.022;221.616;3;0;43;1.062;1.737;11;0;10.579;5.023;2.174;1.085;836.412;43.144;0;4;2.001;23.538;0;503;276;0;0;0;0;0;73.146;0;20;0;363;0;0;1.828;0;0;0;1.812;0;3.576;0;2;0;18.392;0;509;0;0;0;0;0;12.852;4;6.018;20.815;0;0;5.137;0;0
2017/05;2.889.873;5.727;1;0;38.383;5;33.307;1.048.195;244.958;16.582;1.812;0;0;0;0;0;93;104;0;0;3.271;1.245;233.357;2;17;2;1.355;2.260;64;0;13.579;4.368;4.747;1.406;830.688;57.350;0;6;2.544;24.870;0;618;332;36;4;0;0;0;236.173;0;0;0;356;0;0;2.248;0;44;0;1.630;0;3.703;0;0;0;23.477;0;427;0;0;0;0;0;16.551;2;6.760;21.612;0;0;5.602;0;0
2017/06;3.486.940;7.399;0;0;46.281;0;42.896;1.449.514;217.797;12.385;3.160;0;0;0;0;0;74;523;0;0;5.801;938;258.775;514;0;3;3.116;2.740;27;0;14.900;5.450;9.039;2.272;828.008;94.029;0;0;5.416;29.936;0;665;2.931;180;151;0;1;0;333.064;0;0;0;762;1;0;3.533;0;197;1;1.479;0;8.640;0;3;0;34.920;0;742;0;0;0;0;0;18.505;3;8.337;21.774;0;0;10.058;0;0
2017/07;5.075.961;16.970;0;0;49.148;0;78.826;1.783.107;308.327;16.920;5.329;0;0;0;0;0;109;2.766;0;0;5.575;1.336;608.718;2.164;0;17;8.051;6.549;25;0;19.021;16.606;7.468;4.157;1.320.098;158.042;15;5;19.395;41.676;0;565;7.745;686;549;0;6;0;397.841;0;0;0;3.159;1;0;7.465;0;11;7;1.826;0;27.088;0;0;0;37.992;0;1.578;0;0;0;0;0;27.840;15;9.419;27.247;0;0;44.501;0;0
2017/08;4.658.463;13.876;0;0;54.991;0;66.131;1.726.720;312.492;20.717;7.138;0;0;0;0;0;91;1.898;0;0;6.133;1.511;348.064;1.332;2;1;4.147;5.533;0;0;22.574;17.153;10.732;4.727;1.248.528;146.992;0;7;13.663;42.614;0;684;3.434;399;261;0;2;2;406.318;0;0;0;5.668;4;48;2.554;0;20;2;2.473;0;28.570;0;3;2;48.679;0;1.150;0;0;0;0;0;37.853;6;10.763;25.789;0;0;6.012;0;0
2017/09;4.076.630;9.640;0;0;60.491;5;51.203;1.509.089;301.286;23.353;4.955;0;5;0;0;0;77;152;0;0;6.556;1.063;303.241;773;327;6;1.621;4.857;13;0;25.762;22.781;9.376;1.685;1.046.617;103.185;3;5;5.331;46.136;0;606;1.126;230;155;0;3;1;347.801;2;0;0;2.344;2;8;2.082;0;18;3;2.096;0;11.261;0;5;0;65.907;0;824;0;0;0;0;0;25.563;3;9.931;22.100;0;0;44.965;0;0
2017/10;2.992.947;8.550;0;0;44.105;0;41.988;963.260;225.584;12.611;2.718;0;0;0;0;0;131;207;0;0;3.650;342;251.821;868;0;4;1.489;2.791;38;0;21.468;23.630;3.018;1.094;1.003.581;62.457;12;0;4.307;30.153;0;761;1.193;247;0;0;0;4;167.064;0;0;0;1.377;0;0;2.502;0;12;166;2.152;0;2.245;0;0;0;39.327;0;844;0;0;0;0;0;23.219;6;8.023;19.691;0;0;14.237;0;0
2017/11;1.652.795;6.238;0;0;45.079;0;31.507;128.564;186.792;1.394;2.268;0;0;0;0;0;61;282;0;0;2.442;363;220.854;0;252;1;1.234;1.543;10;0;26.661;15.016;878;1.033;832.542;17.117;0;8;1.789;24.470;0;583;104;34;0;0;0;0;6.674;0;7;0;157;1;1;3.298;0;279;108;2.273;0;1.308;0;1;0;32.448;0;418;0;0;0;0;0;25.443;14;5.480;19.679;201;0;5.886;0;0
2017/12;1.703.789;6.941;0;0;44.095;1;35.355;98.219;194.023;159;2.090;0;0;0;0;0;72;149;0;0;2.973;326;241.342;9;0;219;1.707;1.619;24;0;21.463;11.422;0;942;889.325;21.851;7;1;2.978;24.786;0;3.158;1.653;4;1;0;0;13;2.568;0;0;0;94;2;9;3.557;0;345;0;2.306;0;1.847;0;1;0;26.581;0;306;0;0;0;0;0;30.019;4;4.345;18.863;316;0;5.699;0;0
2018/01;1.461.570;6.203;0;0;31.702;5;32.017;69.901;158.684;88;827;0;1;0;0;0;58;81;0;0;2.192;334;181.451;2;0;216;1.292;1.429;25;0;14.890;7.745;4;970;831.307;18.309;0;5;2.759;15.668;0;3.462;293;0;1;0;1;3;1.869;0;11;0;75;0;48;2.538;0;476;0;829;0;2.088;0;2;0;22.403;0;532;0;0;0;0;1;25.754;11;2.956;15.666;233;0;4.153;0;0
2018/02;1.527.070;6.540;0;0;39.115;6;35.282;84.733;165.077;67;929;0;1;0;0;0;54;116;0;0;2.800;144;171.165;4;0;0;1.524;1.683;22;0;21.734;6.633;212;873;848.510;21.576;0;4;2.108;14.716;0;3.343;373;2;4;0;0;8;1.341;0;0;0;39;1;182;2.773;0;339;5;1.183;0;1.748;0;15;0;41.463;0;368;0;0;0;0;0;26.308;26;3.080;15.598;289;0;2.954;0;0
2018/03;2.139.766;7.935;0;0;96.335;4;36.756;242.751;189.075;1.121;528;0;2;0;0;0;85;120;0;0;9.483;18;209.149;1;0;2;1.509;1.983;13;0;35.691;7.089;10.922;1.013;1.073.002;40.594;23;35;2.227;20.810;0;3.385;372;3;0;0;0;24;14.928;1;24;0;108;0;265;4.039;0;0;2;1.466;0;2.845;0;4;0;58.864;0;685;0;0;0;0;0;30.473;56;9.146;20.574;264;0;3.962;0;0
2018/04;2.655.561;8.238;0;0;16.627;3;41.630;665.808;191.227;9.613;898;0;4;0;0;0;155;93;0;0;3.217;2;278.464;4;0;19;1.982;1.690;5;0;8.535;9.603;3.648;1.083;1.144.041;47.213;0;43;3.094;36.167;0;3.775;263;1;0;0;1;0;101.756;0;158;0;111;2;164;3.683;0;4;1;1.081;0;6.201;0;2;19;9.832;0;742;0;0;0;0;2;23.679;55;7.617;19.144;305;0;3.857;0;0
2018/05;3.678.440;7.836;0;0;18.153;2;41.898;1.575.613;218.554;16.779;1.736;0;0;0;0;0;75;119;0;0;2.373;45;254.784;359;0;1;1.685;1.934;0;0;5.138;10.834;4.563;1.404;984.028;77.830;5;40;4.387;32.286;0;3.699;353;53;14;0;0;0;344.814;0;10;0;264;0;157;2.993;0;6;1;964;0;2.548;0;0;0;6.913;0;820;0;0;0;0;0;19.985;74;6.231;21.446;240;0;4.394;0;0
2018/06;4.505.594;9.406;0;0;23.197;6;58.005;1.933.899;221.013;15.966;2.451;0;0;0;0;0;82;449;0;0;4.286;717;336.735;1.193;0;12;3.257;5.545;12;0;6.898;16.973;5.415;2.988;1.100.389;120.050;7;18;7.637;39.386;0;3.652;3.888;390;401;0;0;0;466.782;0;2;0;948;0;125;4.214;0;268;3;961;0;19.328;0;4;0;11.674;0;1.125;0;0;0;0;0;30.765;47;8.166;23.088;520;0;13.251;0;0
2018/07;5.671.801;17.241;2;0;22.557;0;90.026;2.103.421;240.651;21.017;4.441;0;1;0;0;0;100;2.695;0;0;4.327;1.650;625.791;2.428;0;7;8.612;9.397;78;0;7.074;36.080;5.198;4.130;1.502.397;183.740;0;56;20.443;47.206;0;3.424;8.232;1.062;933;0;0;0;516.191;0;240;0;2.080;13;114;9.216;0;360;2;1.076;0;39.295;0;2;0;9.046;0;1.935;0;0;0;0;3;43.044;79;9.390;24.268;590;0;40.440;0;0
2018/08;5.383.332;15.749;0;0;30.346;51;70.443;2.074.498;274.804;22.776;8.617;0;0;0;0;0;56;2.414;0;0;3.015;1.777;456.419;1.927;4;17;5.429;8.345;0;0;9.283;22.525;4.646;5.999;1.391.036;168.975;0;25;15.602;63.151;0;3.354;3.694;723;571;0;0;1;535.635;0;17;0;1.583;0;329;8.248;0;464;0;37.091;0;4;0;60.822;0;20.991;0;1.462;0;0;0;0;0;1.335;46;11.760;31.214;566;0;5.493;0;0
2018/09;4.792.818;12.435;2;0;31.488;2;56.508;1.899.103;236.321;20.411;6.596;0;0;0;0;0;98;502;0;0;2.748;1.554;392.984;1.160;4;4;1.988;13.505;165;0;10.410;41.685;2.549;1.702;1.235.301;129.458;1;28;7.798;62.982;0;3.302;1.692;466;332;0;0;1;458.841;1;174;0;745;2;315;4.450;0;377;1;978;0;9.112;0;1;0;24.833;0;1.270;0;0;0;0;0;47.635;99;10.977;27.212;442;0;30.068;0;0
2018/10;3.755.467;11.872;0;0;21.632;0;49.043;1.359.212;169.997;18.479;5.389;0;0;0;0;0;103;421;0;0;2.718;1.452;342.431;1.148;4;7;1.792;5.205;112;0;7.634;19.545;986;1.247;1.230.070;83.331;20;34;6.469;49.128;0;3.454;1.384;370;242;0;0;0;260.246;0;34;0;493;0;654;4.039;0;0;0;2.079;0;3.809;0;0;3;8.932;0;1.270;0;0;0;0;0;37.751;69;7.570;21.889;658;0;11.040;0;0
2018/11;1.966.277;7.692;0;0;18.379;0;33.015;256.238;148.096;2.833;3.172;0;0;0;0;0;75;126;0;0;3.026;329;291.501;0;0;0;1.081;2.228;33;0;5.840;12.977;1.842;1.023;1.014.984;24.181;0;13;2.607;35.972;;2.871;371;0;8;0;0;5;15.346;0;0;0;253;0;374;2.947;0;9;174;1.373;0;3.109;0;3;7;8.742;0;1.002;0;0;0;0;;28.628;42;5.583;19.838;589;;7.740;0;0
2018/12;1.950.705;9.141;0;0;18.442;1;36.494;173.645;146.871;69;2.530;0;0;0;0;0;94;115;0;0;2.339;373;294.257;1;0;225;1.910;2.554;135;0;4.946;14.220;2.086;1.701;1.077.925;31.190;0;133;5.331;31.702;0;2.879;1.498;0;0;0;0;0;6.066;0;9;0;117;0;382;3.719;0;14;0;2.108;0;3.959;0;1;0;8.509;0;910;0;0;0;0;0;30.179;51;4.532;17.665;391;0;9.286;0;0
2019/01;1.539.496;6.323;0;0;15.455;0;29.542;116.979;118.912;15;777;0;0;0;0;0;423;102;0;0;1.877;64;190.617;3;0;134;1.102;1.801;269;0;2.975;9.842;1.826;5.359;918.949;20.015;0;16;4.919;18.028;0;3.198;362;0;0;0;0;0;1.812;0;0;0;178;0;537;2.667;0;6;0;1.952;0;4.279;0;1;0;6.286;0;617;0;0;0;0;0;25.892;51;2.578;13.949;373;0;8.434;0;0
2019/02;1.670.238;6.931;0;0;18.639;2;36.292;135.227;126.827;598;1.143;0;0;0;0;0;371;147;0;0;2.375;1;203.498;6;0;0;984;1.551;658;0;4.351;9.186;1.757;5.054;984.689;23.916;66;24;4.877;19.791;0;3.123;363;1;0;0;0;0;1.861;0;1;0;138;0;480;3.048;0;4;2;1.901;0;2.882;0;4;0;12.687;0;642;0;0;0;0;0;29.369;47;2.998;15.147;569;0;6.010;0;0
2019/03;2.232.358;8.381;0;0;58.348;12;37.258;253.554;153.034;4.054;1.761;0;2;0;0;0;383;175;0;0;9.822;379;301.118;3;0;0;1.273;2.347;823;0;12.322;11.019;10.193;6.210;1.165.591;37.518;0;104;4.438;31.674;0;3.991;416;0;2;0;5;0;9.137;0;9;0;251;0;440;3.352;0;5;0;2.099;0;2.699;0;2;4;30.253;0;1.684;0;0;0;0;0;34.191;37;4.994;19.743;620;0;6.628;0;0
2019/04;3.293.176;12.400;0;0;19.110;0;45.099;931.685;153.283;12.027;2.595;0;0;0;0;0;1.074;84;0;0;5.156;1.577;373.527;354;0;0;1.842;4.849;330;0;5.662;12.774;3.584;7.157;1.329.868;72.359;1;34;5.471;48.101;0;7.400;598;2;1;0;0;5;146.797;0;203;;273;0;443;3.938;0;5;0;2.284;0;6.179;0;3;0;8.447;0;1.234;0;0;0;0;0;33.771;126;6.074;18.092;563;0;6.735;0;0
2019/05;4.022.254;8.855;0;0;27.678;0;38.000;1.702.343;197.597;19.444;4.573;0;0;0;0;0;1.080;384;0;0;5.550;1.131;326.204;328;0;2;1.058;3.710;2.037;0;6.028;11.056;2.527;6.635;1.016.809;96.330;0;74;4.244;39.892;0;7.304;799;71;4;0;0;0;405.647;0;160;0;247;3;346;3.936;0;6;0;2.580;0;2.422;0;1;0;11.543;0;583;0;0;0;0;0;28.756;88;7.890;19.739;297;0;6.263;0;0
2019/06;5.318.984;13.618;0;0;32.620;1;59.974;2.204.220;190.859;24.160;5.191;0;0;0;0;0;839;391;0;0;5.694;3.505;418.902;1.289;0;10;2.363;16.985;510;0;9.792;20.471;3.371;8.029;1.361.302;168.380;9;136;9.864;47.521;0;5.880;4.751;695;351;0;0;3;533.909;8;15;0;1.178;0;118;6.621;0;18;2;2.125;0;36.453;0;6;;26.959;0;1.005;0;0;0;0;0;42.334;47;8.513;21.774;259;0;15.954;0;0
2019/07;6.617.380;21.274;0;0;47.748;6;88.938;2.505.187;268.955;29.258;6.049;0;0;0;0;0;1.084;1.561;0;0;4.818;5.591;696.927;3.113;0;40;8.453;17.532;546;0;12.968;26.750;2.801;9.251;1.666.319;238.554;2;161;19.513;56.184;0;7.249;10.131;1.105;551;0;0;0;631.302;0;24;0;3.052;0;930;13.216;0;0;1;2.099;0;63.139;0;6;0;38.800;0;1.632;0;0;0;0;0;55.511;73;10.708;25.240;223;0;12.805;0;0
