TARIH;MAL_TURU;MAL_ADI;BIRIM;ASGARI_UCRET;AZAMI_UCRET
2021-01-02 00:00:00;BALIK;TIRSI (DENİZ);KG;5.83;12.5
2021-01-02 00:00:00;BALIK;KIRLANGIÇ (DENİZ);KG;3.0;80.0
2021-01-02 00:00:00;BALIK;ÇİMÇİM (DENİZ);KG;3.5;8.0
2021-01-02 00:00:00;BALIK;HANOS ( DENİZ );KG;2.5;5.0
2021-01-02 00:00:00;BALIK;KILIÇ (DENİZ);KG;45.0;45.0
2021-01-02 00:00:00;BALIK;LÜFER ( DENİZ);KG;130.0;130.0
2021-01-02 00:00:00;BALIK;USKUMRU (DENİZ);KG;38.0;38.0
2021-01-02 00:00:00;KÜLTÜR;LEVREK ( KÜLTÜR );KG;25.0;55.0
2021-01-02 00:00:00;BALIK;KÖPEK (DENİZ);KG;10.0;10.0
2021-01-02 00:00:00;BALIK;ISTAVRIT (DENİZ);KG;2.5;6.67
2021-01-02 00:00:00;BALIK;IZMARIT (DENİZ);KG;3.0;6.0
2021-01-02 00:00:00;BALIK;KALAMAR (DENİZ);KG;90.0;120.0
2021-01-02 00:00:00;BALIK;SÜBYE (DENİZ);KG;10.0;25.0
2021-01-02 00:00:00;BALIK;HAMSI (DENİZ);KG;2.08;16.67
2021-01-02 00:00:00;BALIK;KOLYOZ (DENİZ);KG;8.33;16.67
2021-01-02 00:00:00;BALIK;LİDAKİ (DENİZ);KG;5.0;13.0
2021-01-02 00:00:00;BALIK;PALAMUT-TORİK (DENİZ;ADET;35.0;35.0
2021-01-02 00:00:00;BALIK;KEREVİT ( DENİZ );KG;1.5;5.0
2021-01-02 00:00:00;BALIK;MEZGİT (DENİZ);KG;3.0;6.0
2021-01-02 00:00:00;BALIK;SOKKAN(DENİZ);KG;20.0;20.0
2021-01-02 00:00:00;BALIK;BARBUN (TEKİR);KG;10.0;50.0
2021-01-02 00:00:00;BALIK;KOLORİT(DENİZ);KG;14.0;14.0
2021-01-02 00:00:00;BALIK;DIL;KG;20.0;130.0
2021-01-02 00:00:00;BALIK;BARBUN(KAYA);KG;50.0;120.0
2021-01-02 00:00:00;BALIK;ÇIPURA (DENİZ);KG;50.0;75.0
2021-01-02 00:00:00;BALIK;YENGEÇ (DENİZ);KG;7.0;7.0
2021-01-02 00:00:00;BALIK;SARPA (DENİZ);KG;7.0;12.0
2021-01-02 00:00:00;BALIK;DİL(CANGIDEZ);KG;2.5;3.0
2021-01-02 00:00:00;KÜLTÜR;ÇİPURA ( KÜLTÜR );KG;25.0;70.0
2021-01-02 00:00:00;BALIK;KARİDES (DENİZ);KG;100.0;150.0
2021-01-02 00:00:00;BALIK;YABANİ KALAMAR;KG;2.0;10.0
2021-01-02 00:00:00;BALIK;MASKO DENİZ;KG;12.0;12.0
2021-01-02 00:00:00;BALIK;PEYGAMBER (DENİZ);KG;40.0;60.0
2021-01-02 00:00:00;BALIK;MERCAN(KÜÇÜK BOY);KG;3.0;8.5
2021-01-02 00:00:00;BALIK;MERCAN (BÜYÜKBOY);KG;20.0;20.0
2021-01-02 00:00:00;BALIK;LEVREK (DENİZ);KG;70.0;80.0
2021-01-02 00:00:00;BALIK;YAZILIORKINOS(DENİZ);KG;7.5;8.5
2021-01-02 00:00:00;BALIK;LÜFER (KÜÇÜK );KG;60.0;75.0
2021-01-02 00:00:00;BALIK;KAMİT(DENİZ);KG;5.0;5.0
2021-01-02 00:00:00;BALIK;BAKALYAR(BÜYÜKBOY);KG;10.0;90.0
2021-01-02 00:00:00;BALIK;GRANYOZ (DENİZ);KG;19.0;34.0
2021-01-02 00:00:00;İTHAL (DONUK);ITHAL USKUMRU(DONUK);KG;17.5;17.5
2021-01-02 00:00:00;TATLI SU;SAZAN ( TATLI );KG;16.0;17.0
2021-01-02 00:00:00;BALIK;TEKİR(DENİZ);KG;5.0;8.0
2021-01-02 00:00:00;BALIK;AHTOPOT (DENİZ);KG;55.0;55.0
2021-01-02 00:00:00;BALIK;KEFAL (DENİZ);KG;5.83;12.5
2021-01-02 00:00:00;BALIK;KUPEZ (DENİZ);KG;1.67;14.17
2021-01-02 00:00:00;BALIK;SARDALYA (DENİZ);KG;2.08;20.83
2021-01-02 00:00:00;BALIK;BAKALYARO(KÜÇÜKBOY);KG;5.0;9.0
2021-01-02 00:00:00;BALIK;İSTAVRİT(SARI KANAT);KG;5.0;30.83
2021-01-02 00:00:00;BALIK;KRAÇA ( DENİZ );KG;2.92;4.17
2021-01-02 00:00:00;BALIK;FENER (DENİZ);KG;6.0;30.0
2021-01-03 00:00:00;BALIK;HANOS ( DENİZ );KG;3.0;3.5
2021-01-03 00:00:00;BALIK;LÜFER (KÜÇÜK );KG;8.0;90.0
2021-01-03 00:00:00;BALIK;HAMSI (DENİZ);KG;2.5;25.0
2021-01-03 00:00:00;TATLI SU;SAZAN ( TATLI );KG;17.0;17.0
2021-01-03 00:00:00;BALIK;MERCAN(KÜÇÜK BOY);KG;2.0;8.0
2021-01-03 00:00:00;BALIK;KILIÇ (DENİZ);KG;25.0;25.0
2021-01-03 00:00:00;BALIK;YAZILIORKINOS(DENİZ);KG;7.5;8.5
2021-01-03 00:00:00;BALIK;KARAGÖZ (DENİZ);KG;2.5;50.0
2021-01-03 00:00:00;BALIK;SİNARİT (DENİZ);KG;100.0;180.0
2021-01-03 00:00:00;BALIK;MASKO DENİZ;KG;10.0;12.0
2021-01-03 00:00:00;BALIK;BAKALYAR(BÜYÜKBOY);KG;9.0;40.0
2021-01-03 00:00:00;BALIK;VATOZ (DENİZ);KG;2.0;2.0
2021-01-03 00:00:00;BALIK;MERCAN (BÜYÜKBOY);KG;3.0;160.0
2021-01-03 00:00:00;BALIK;PEYGAMBER (DENİZ);KG;50.0;100.0
2021-01-03 00:00:00;BALIK;KALAMAR (DENİZ);KG;80.0;120.0
2021-01-03 00:00:00;BALIK;BARBUN(KAYA);KG;60.0;160.0
2021-01-03 00:00:00;BALIK;DIL;KG;25.0;120.0
2021-01-03 00:00:00;BALIK;KARİDES (DENİZ);KG;80.0;160.0
2021-01-03 00:00:00;BALIK;PALAMUT-TORİK (DENİZ;ADET;32.0;37.0
2021-01-03 00:00:00;BALIK;LİDAKİ (DENİZ);KG;4.0;35.0
2021-01-03 00:00:00;TATLI SU;ÇAPAK(TATLI);KG;5.0;30.0
2021-01-03 00:00:00;BALIK;JAPON HAMSİ;KG;10.0;10.83
2021-01-03 00:00:00;BALIK;YABANİ KALAMAR;KG;3.0;12.0
2021-01-03 00:00:00;BALIK;İSTAVRİT(SARI KANAT);KG;3.33;40.0
2021-01-03 00:00:00;BALIK;DİL(CANGIDEZ);KG;2.0;100.0
2021-01-03 00:00:00;BALIK;KRAÇA ( DENİZ );KG;3.33;25.0
2021-01-03 00:00:00;BALIK;LÜFER ( DENİZ);KG;120.0;130.0
2021-01-03 00:00:00;BALIK;AHTOPOT (DENİZ);KG;50.0;50.0
2021-01-03 00:00:00;TATLI SU;İTHAL SOMON(TATLI);KG;45.0;55.0
2021-01-03 00:00:00;İTHAL (DONUK);ITHAL USKUMRU(DONUK);KG;17.5;17.5
2021-01-03 00:00:00;BALIK;KUPEZ (DENİZ);KG;1.25;16.67
2021-01-03 00:00:00;BALIK;BAKALYARO(KÜÇÜKBOY);KG;4.0;15.0
2021-01-03 00:00:00;BALIK;KOLYOZ (DENİZ);KG;3.33;16.67
2021-01-03 00:00:00;BALIK;FENER (DENİZ);KG;2.0;30.0
2021-01-03 00:00:00;BALIK;ISKORPIT (DENİZ);KG;4.0;100.0
2021-01-03 00:00:00;BALIK;TEKİR(DENİZ);KG;6.0;12.0
2021-01-03 00:00:00;BALIK;SARDALYA (DENİZ);KG;2.5;15.0
2021-01-03 00:00:00;BALIK;KEREVİT ( DENİZ );KG;2.0;2.0
2021-01-03 00:00:00;BALIK;SARPA (DENİZ);KG;6.0;16.0
2021-01-03 00:00:00;BALIK;KEFAL (DENİZ);KG;5.83;14.17
2021-01-03 00:00:00;BALIK;PAPAĞAN ( DENİZ );KG;12.0;12.0
2021-01-03 00:00:00;TATLI SU;ALABALIK ( TATLI );KG;31.25;31.25
2021-01-03 00:00:00;BALIK;BARBUN (TEKİR);KG;10.0;70.0
2021-01-03 00:00:00;BALIK;BÜLBÜL (DENİZ );KG;4.0;8.0
2021-01-03 00:00:00;BALIK;USKUMRU (DENİZ);KG;18.0;50.0
2021-01-03 00:00:00;BALIK;MEZGİT (DENİZ);KG;5.0;10.0
2021-01-03 00:00:00;BALIK;SÜBYE (DENİZ);KG;30.0;30.0
2021-01-03 00:00:00;BALIK;YENGEÇ (DENİZ);KG;18.0;25.0
2021-01-03 00:00:00;BALIK;ORKİNOZ (DENİZ);KG;6.0;12.0
2021-01-03 00:00:00;BALIK;ZARGANA (DENİZ);KG;5.0;18.0
2021-01-03 00:00:00;BALIK;KALKAN (DENİZ);KG;100.0;120.0
2021-01-03 00:00:00;BALIK;ISPAROZ (DENİZ);KG;3.0;6.0
2021-01-03 00:00:00;BALIK;KAMİT(DENİZ);KG;5.0;5.0
2021-01-03 00:00:00;BALIK;AHTAPOT(DONUK);KG;35.0;50.0
2021-01-03 00:00:00;BALIK;LEVREK (DENİZ);KG;40.0;80.0
2021-01-03 00:00:00;KÜLTÜR;LEVREK ( KÜLTÜR );KG;20.0;73.0
2021-01-03 00:00:00;KÜLTÜR;ÇİPURA ( KÜLTÜR );KG;12.0;40.0
2021-01-03 00:00:00;TATLI SU;SOMON ( TATLI );KG;30.0;55.0
2021-01-03 00:00:00;BALIK;ÇIPURA (DENİZ);KG;20.0;60.0
2021-01-03 00:00:00;BALIK;KIRLANGIÇ (DENİZ);KG;2.0;100.0
2021-01-03 00:00:00;BALIK;ÇİMÇİM (DENİZ);KG;3.0;12.0
2021-01-03 00:00:00;BALIK;KÖPEK (DENİZ);KG;15.0;15.0
2021-01-03 00:00:00;BALIK;MIRMIR (DENİZ);KG;15.0;63.0
2021-01-03 00:00:00;BALIK;GRANYOZ (DENİZ);KG;20.0;350.0
2021-01-03 00:00:00;BALIK;TIRSI (DENİZ);KG;4.17;12.5
2021-01-03 00:00:00;BALIK;IZMARIT (DENİZ);KG;2.5;6.0
2021-01-04 00:00:00;İTHAL (DONUK);MEZGİT;KG;4.0;15.0
2021-01-04 00:00:00;BALIK;KALKAN (DENİZ);KG;140.0;180.0
2021-01-04 00:00:00;BALIK;KAMİT(DENİZ);KG;4.17;8.33
2021-01-04 00:00:00;BALIK;DİL(CANGIDEZ);KG;5.0;5.0
2021-01-04 00:00:00;BALIK;SOKKAN(DENİZ);KG;14.0;25.0
2021-01-04 00:00:00;TATLI SU;YAYIN ( TATLI );KG;35.0;35.0
2021-01-04 00:00:00;BALIK;KALAMAR (DENİZ);KG;80.0;120.0
2021-01-04 00:00:00;BALIK;MERCAN(KÜÇÜK BOY);KG;3.0;8.0
2021-01-04 00:00:00;BALIK;KARAGÖZ (DENİZ);KG;4.0;17.0
2021-01-04 00:00:00;BALIK;BARBUN (TEKİR);KG;10.0;150.0
2021-01-04 00:00:00;BALIK;KRAÇA ( DENİZ );KG;5.83;29.17
2021-01-04 00:00:00;BALIK;LAHOZ (DENİZ);KG;110.0;150.0
2021-01-04 00:00:00;BALIK;KÖPEK (DENİZ);KG;8.0;50.0
2021-01-04 00:00:00;BALIK;EŞKİNA(DENİZ);KG;12.0;12.0
2021-01-04 00:00:00;BALIK;ÇIPURA (DENİZ);KG;25.0;70.0
2021-01-04 00:00:00;BALIK;SARGOZ(DENİZ);KG;25.0;40.0
2021-01-04 00:00:00;BALIK;VATOZ (DENİZ);KG;5.0;5.0
2021-01-04 00:00:00;BALIK;SİNARİT (DENİZ);KG;60.0;130.0
2021-01-04 00:00:00;BALIK;KOFANA ( DENİZ );KG;15.0;90.0
2021-01-04 00:00:00;BALIK;SARPA (DENİZ);KG;2.0;25.0
2021-01-04 00:00:00;BALIK;SÜBYE (DENİZ);KG;14.0;25.0
2021-01-04 00:00:00;BALIK;GRANYOZ (DENİZ);KG;20.0;45.0
2021-01-04 00:00:00;BALIK;BAKALYARO(KÜÇÜKBOY);KG;4.0;8.0
2021-01-04 00:00:00;BALIK;PEYGAMBER (DENİZ);KG;60.0;100.0
2021-01-04 00:00:00;BALIK;KOLYOZ (DENİZ);KG;3.33;20.83
2021-01-04 00:00:00;BALIK;ZARGANA (DENİZ);KG;5.0;25.0
2021-01-04 00:00:00;BALIK;İSTAKOZ (DENİZ);KG;300.0;300.0
2021-01-04 00:00:00;BALIK;IZMARIT (DENİZ);KG;1.5;6.0
2021-01-04 00:00:00;BALIK;PALAMUT-TORİK (DENİZ;ADET;18.0;34.0
2021-01-04 00:00:00;İTHAL (DONUK);DONUK(KALAMAR);KG;65.0;65.0
2021-01-04 00:00:00;BALIK;KILIÇ (DENİZ);KG;40.0;40.0
2021-01-04 00:00:00;BALIK;KUPEZ (DENİZ);KG;1.25;16.67
2021-01-04 00:00:00;BALIK;AHTOPOT (DENİZ);KG;25.0;55.0
2021-01-04 00:00:00;BALIK;ISPAROZ (DENİZ);KG;1.0;6.0
2021-01-04 00:00:00;BALIK;ISTAVRIT (DENİZ);KG;1.8;5.83
2021-01-04 00:00:00;BALIK;SARDALYA (DENİZ);KG;5.83;20.83
2021-01-04 00:00:00;BALIK;PİSİ ( DENİZ );KG;30.0;50.0
2021-01-04 00:00:00;TATLI SU;YILAN ( TATLI );KG;20.0;20.0
2021-01-04 00:00:00;BALIK;YAZILIORKINOS(DENİZ);KG;18.0;18.0
2021-01-04 00:00:00;BALIK;MINEKOP (DENİZ);KG;30.0;40.0
2021-01-04 00:00:00;BALIK;İSPENDEK(DENİZ);KG;52.0;52.0
2021-01-04 00:00:00;BALIK;BAKALYAR(BÜYÜKBOY);KG;10.0;60.0
2021-01-04 00:00:00;BALIK;TEKİR(DENİZ);KG;5.0;9.0
2021-01-04 00:00:00;BALIK;HAMSI (DENİZ);KG;2.5;25.0
2021-01-04 00:00:00;BALIK;PAPAĞAN ( DENİZ );KG;10.0;10.0
2021-01-04 00:00:00;BALIK;KEREVİT ( DENİZ );KG;2.0;2.5
2021-01-04 00:00:00;BALIK;TURNA (DENİZ);KG;17.0;35.0
2021-01-04 00:00:00;TATLI SU;İTHAL SOMON(TATLI);KG;51.0;52.0
2021-01-04 00:00:00;BALIK;ISKORPIT (DENİZ);KG;2.5;30.0
2021-01-04 00:00:00;TATLI SU;ALABALIK ( TATLI );KG;31.25;33.75
2021-01-04 00:00:00;BALIK;KARİDES (DENİZ);KG;70.0;180.0
2021-01-04 00:00:00;BALIK;ÇİMÇİM (DENİZ);KG;3.0;35.0
2021-01-04 00:00:00;BALIK;İSTAVRİT(SARI KANAT);KG;6.67;45.0
2021-01-04 00:00:00;BALIK;BÜLBÜL (DENİZ );KG;10.0;10.0
2021-01-04 00:00:00;TATLI SU;SAZAN ( TATLI );KG;15.0;16.0
2021-01-04 00:00:00;BALIK;JAPON HAMSİ;KG;12.5;14.17
2021-01-04 00:00:00;BALIK;LEVREK (DENİZ);KG;40.0;100.0
2021-01-04 00:00:00;BALIK;LÜFER(İRİ BOY);KG;90.0;130.0
2021-01-04 00:00:00;BALIK;LİDAKİ (DENİZ);KG;5.0;40.0
2021-01-04 00:00:00;TATLI SU;SOMON ( TATLI );KG;27.0;27.0
2021-01-04 00:00:00;KÜLTÜR;ÇİPURA ( KÜLTÜR );KG;20.0;45.0
2021-01-04 00:00:00;BALIK;DIL;KG;20.0;140.0
2021-01-04 00:00:00;BALIK;KIRLANGIÇ (DENİZ);KG;3.0;100.0
2021-01-04 00:00:00;BALIK;HANOS ( DENİZ );KG;3.0;4.0
2021-01-04 00:00:00;BALIK;MASKO DENİZ;KG;8.0;12.0
2021-01-04 00:00:00;İTHAL (DONUK);DONUK TOMBİK;KG;4.0;4.0
2021-01-04 00:00:00;BALIK;MIRMIR (DENİZ);KG;5.0;65.0
2021-01-04 00:00:00;İTHAL (DONUK);ITHAL USKUMRU(DONUK);KG;16.5;17.5
2021-01-04 00:00:00;BALIK;PALASKA(DENİZ);KG;2.0;2.0
2021-01-04 00:00:00;BALIK;YENGEÇ (DENİZ);KG;20.0;20.0
2021-01-04 00:00:00;KÜLTÜR;LEVREK ( KÜLTÜR );KG;12.0;78.0
2021-01-04 00:00:00;BALIK;KEFAL (DENİZ);KG;5.0;40.0
2021-01-04 00:00:00;BALIK;YABANİ KALAMAR;KG;5.0;30.0
2021-01-04 00:00:00;BALIK;TIRSI (DENİZ);KG;3.33;15.0
2021-01-04 00:00:00;BALIK;USKUMRU (DENİZ);KG;10.0;50.0
2021-01-04 00:00:00;BALIK;MELANUR (DENİZ);KG;6.0;20.0
2021-01-04 00:00:00;BALIK;TOMBIK(DENİZ);KG;6.0;6.0
2021-01-04 00:00:00;BALIK;LÜFER (KÜÇÜK );KG;10.0;80.0
2021-01-04 00:00:00;BALIK;FENER (DENİZ);KG;5.0;35.0
2021-01-04 00:00:00;BALIK;MERCAN (BÜYÜKBOY);KG;10.0;140.0
2021-01-05 00:00:00;BALIK;LAHOZ (DENİZ);KG;110.0;150.0
2021-01-05 00:00:00;BALIK;KARİDES (DENİZ);KG;80.0;150.0
2021-01-05 00:00:00;TATLI SU;YILAN ( TATLI );KG;20.0;20.0
2021-01-05 00:00:00;BALIK;ZARGANA (DENİZ);KG;5.0;25.0
2021-01-05 00:00:00;BALIK;KOLYOZ (DENİZ);KG;4.17;25.0
2021-01-05 00:00:00;BALIK;ISKORPIT (DENİZ);KG;4.0;60.0
2021-01-05 00:00:00;BALIK;FANGRI (DENİZ);KG;120.0;120.0
2021-01-05 00:00:00;BALIK;HAMSI (DENİZ);KG;2.08;21.67
2021-01-05 00:00:00;BALIK;LÜFER (KÜÇÜK );KG;15.0;90.0
2021-01-05 00:00:00;BALIK;KRAÇA ( DENİZ );KG;8.33;16.67
2021-01-05 00:00:00;BALIK;SARDALYA (DENİZ);KG;8.33;20.0
2021-01-05 00:00:00;BALIK;MERCAN (BÜYÜKBOY);KG;10.0;160.0
2021-01-05 00:00:00;BALIK;BAKALYAR(BÜYÜKBOY);KG;10.0;40.0
2021-01-05 00:00:00;BALIK;KEREVİT ( DENİZ );KG;2.0;2.0
2021-01-05 00:00:00;BALIK;FENER (DENİZ);KG;5.0;35.0
2021-01-05 00:00:00;BALIK;BARBUN(KAYA);KG;60.0;120.0
2021-01-05 00:00:00;BALIK;JAPON HAMSİ;KG;12.5;16.67
2021-01-05 00:00:00;BALIK;LÜFER ( DENİZ);KG;95.0;100.0
2021-01-05 00:00:00;BALIK;ISTAVRIT (DENİZ);KG;3.33;10.0
2021-01-05 00:00:00;BALIK;YAZILIORKINOS(DENİZ);KG;8.0;17.0
2021-01-05 00:00:00;BALIK;BAKALYARO(KÜÇÜKBOY);KG;3.0;9.0
2021-01-05 00:00:00;BALIK;SARPA (DENİZ);KG;3.0;25.0
2021-01-05 00:00:00;BALIK;IZMARIT (DENİZ);KG;4.0;15.0
2021-01-05 00:00:00;BALIK;LEVREK (DENİZ);KG;45.0;100.0
2021-01-05 00:00:00;BALIK;HANOS ( DENİZ );KG;3.0;4.0
2021-01-05 00:00:00;KÜLTÜR;LEVREK ( KÜLTÜR );KG;20.0;62.0
2021-01-05 00:00:00;BALIK;ISPAROZ (DENİZ);KG;2.0;6.0
2021-01-05 00:00:00;BALIK;VATOZ (DENİZ);KG;2.0;5.0
2021-01-05 00:00:00;BALIK;TURNA (DENİZ);KG;20.0;55.0
2021-01-05 00:00:00;BALIK;USKUMRU (DENİZ);KG;22.0;30.0
2021-01-05 00:00:00;İTHAL (DONUK);MEZGİT;KG;5.0;14.0
2021-01-05 00:00:00;BALIK;BARBUN (TEKİR);KG;10.0;120.0
2021-01-05 00:00:00;BALIK;TIRSI (DENİZ);KG;4.17;14.17
2021-01-05 00:00:00;BALIK;LÜFER(İRİ BOY);KG;100.0;130.0
2021-01-05 00:00:00;BALIK;ÇİMÇİM (DENİZ);KG;2.0;20.0
2021-01-05 00:00:00;BALIK;PİSİ ( DENİZ );KG;70.0;70.0
2021-01-05 00:00:00;BALIK;LİDAKİ (DENİZ);KG;3.0;40.0
2021-01-05 00:00:00;BALIK;KARAGÖZ (DENİZ);KG;2.5;15.0
2021-01-05 00:00:00;BALIK;MINEKOP (DENİZ);KG;40.0;40.0
2021-01-05 00:00:00;BALIK;MIRMIR (DENİZ);KG;40.0;50.0
2021-01-05 00:00:00;TATLI SU;SAZAN ( TATLI );KG;23.0;23.0
2021-01-05 00:00:00;BALIK;MELANUR (DENİZ);KG;10.0;20.0
2021-01-05 00:00:00;BALIK;İSTAVRİT(SARI KANAT);KG;6.67;33.33
2021-01-05 00:00:00;BALIK;YABANİ KALAMAR;KG;6.0;15.0
2021-01-05 00:00:00;BALIK;TEKİR(DENİZ);KG;5.0;8.0
2021-01-05 00:00:00;BALIK;AHTOPOT (DENİZ);KG;35.0;60.0
2021-01-05 00:00:00;TATLI SU;İTHAL SOMON(TATLI);KG;55.0;60.0
2021-01-05 00:00:00;BALIK;TOMBIK(DENİZ);KG;4.0;14.0
2021-01-05 00:00:00;BALIK;KUPEZ (DENİZ);KG;1.67;20.83
2021-01-05 00:00:00;BALIK;DIL;KG;20.0;150.0
2021-01-05 00:00:00;BALIK;ÇIPURA (DENİZ);KG;50.0;70.0
2021-01-05 00:00:00;BALIK;KALAMAR (DENİZ);KG;80.0;120.0
2021-01-05 00:00:00;KÜLTÜR;ÇİPURA ( KÜLTÜR );KG;20.0;30.0
2021-01-05 00:00:00;BALIK;KALKAN (DENİZ);KG;100.0;150.0
2021-01-05 00:00:00;BALIK;KÖPEK (DENİZ);KG;15.0;15.0
2021-01-05 00:00:00;BALIK;SİNARİT (DENİZ);KG;130.0;130.0
2021-01-05 00:00:00;BALIK;KEFAL (DENİZ);KG;4.17;23.33
2021-01-05 00:00:00;BALIK;PALAMUT-TORİK (DENİZ;ADET;30.0;40.0
2021-01-05 00:00:00;BALIK;KIRLANGIÇ (DENİZ);KG;2.5;80.0
2021-01-05 00:00:00;BALIK;SÜBYE (DENİZ);KG;10.0;30.0
2021-01-05 00:00:00;BALIK;PEYGAMBER (DENİZ);KG;65.0;100.0
2021-01-05 00:00:00;İTHAL (DONUK);ITHAL USKUMRU(DONUK);KG;17.5;17.5
2021-01-05 00:00:00;BALIK;BÜLBÜL (DENİZ );KG;8.0;20.0
2021-01-05 00:00:00;BALIK;MEZGİT (DENİZ);KG;4.0;11.0
2021-01-05 00:00:00;BALIK;SOKKAN(DENİZ);KG;30.0;30.0
2021-01-05 00:00:00;TATLI SU;SOMON ( TATLI );KG;35.0;35.0
2021-01-05 00:00:00;BALIK;GRANYOZ (DENİZ);KG;25.0;45.0
2021-01-05 00:00:00;BALIK;MERCAN(KÜÇÜK BOY);KG;3.0;8.0
2021-01-06 00:00:00;BALIK;HANOS ( DENİZ );KG;3.0;3.0
2021-01-06 00:00:00;BALIK;LOKUM(DENİZ);KG;15.0;15.0
2021-01-06 00:00:00;BALIK;ZARGANA (DENİZ);KG;5.0;40.0
2021-01-06 00:00:00;BALIK;YAZILIORKINOS(DENİZ);KG;15.0;18.0
2021-01-06 00:00:00;BALIK;SARDALYA (DENİZ);KG;2.08;16.67
2021-01-06 00:00:00;BALIK;KOLORİT(DENİZ);KG;11.67;11.67
2021-01-06 00:00:00;BALIK;BAKALYAR(BÜYÜKBOY);KG;3.0;60.0
2021-01-06 00:00:00;TATLI SU;ALABALIK ( TATLI );KG;16.25;31.25
2021-01-06 00:00:00;BALIK;AHTOPOT (DENİZ);KG;20.0;60.0
2021-01-06 00:00:00;TATLI SU;SOMON ( TATLI );KG;28.0;28.0
2021-01-06 00:00:00;BALIK;PEYGAMBER (DENİZ);KG;50.0;110.0
2021-01-06 00:00:00;BALIK;MELANUR (DENİZ);KG;16.0;16.0
2021-01-06 00:00:00;BALIK;AKYA (DENİZ);KG;30.0;30.0
2021-01-06 00:00:00;BALIK;MERCAN (BÜYÜKBOY);KG;10.0;100.0
2021-01-06 00:00:00;BALIK;MIRMIR (DENİZ);KG;8.0;50.0
2021-01-06 00:00:00;BALIK;TIRSI (DENİZ);KG;0.83;11.67
2021-01-06 00:00:00;BALIK;KEFAL (DENİZ);KG;4.17;35.0
2021-01-06 00:00:00;TATLI SU;YILAN ( TATLI );KG;30.0;35.0
2021-01-06 00:00:00;BALIK;USKUMRU (DENİZ);KG;10.0;70.0
2021-01-06 00:00:00;BALIK;BARBUN (TEKİR);KG;10.0;150.0
2021-01-06 00:00:00;BALIK;DIL;KG;30.0;140.0
2021-01-06 00:00:00;BALIK;FENER (DENİZ);KG;4.0;35.0
2021-01-06 00:00:00;BALIK;KALAMAR (DENİZ);KG;80.0;120.0
2021-01-06 00:00:00;BALIK;İSTAVRİT(SARI KANAT);KG;6.67;35.0
2021-01-06 00:00:00;BALIK;TEKİR(DENİZ);KG;5.0;15.0
2021-01-06 00:00:00;BALIK;KOLYOZ (DENİZ);KG;8.33;20.83
2021-01-06 00:00:00;BALIK;ISPAROZ (DENİZ);KG;1.5;7.0
2021-01-06 00:00:00;BALIK;LİDAKİ (DENİZ);KG;4.5;40.0
2021-01-06 00:00:00;BALIK;KARİDES (DENİZ);KG;90.0;170.0
2021-01-06 00:00:00;BALIK;PALAMUT-TORİK (DENİZ;ADET;20.0;41.0
2021-01-06 00:00:00;BALIK;PAPAĞAN ( DENİZ );KG;10.0;20.0
2021-01-06 00:00:00;TATLI SU;SUDAK ( TATLI );KG;20.0;20.0
2021-01-06 00:00:00;BALIK;ISKORPIT (DENİZ);KG;3.0;120.0
2021-01-06 00:00:00;BALIK;KÖPEK (DENİZ);KG;10.0;15.0
2021-01-06 00:00:00;BALIK;LAHOZ (DENİZ);KG;110.0;160.0
2021-01-06 00:00:00;BALIK;LEVREK (DENİZ);KG;5.0;100.0
2021-01-06 00:00:00;BALIK;KARAGÖZ (DENİZ);KG;2.5;26.0
2021-01-06 00:00:00;İTHAL (DONUK);ITHAL USKUMRU(DONUK);KG;16.5;18.0
2021-01-06 00:00:00;BALIK;MARYA(DENİZ);KG;110.0;110.0
2021-01-06 00:00:00;BALIK;MERCAN(KÜÇÜK BOY);KG;3.0;8.0
2021-01-06 00:00:00;BALIK;SİNARİT (DENİZ);KG;130.0;180.0
2021-01-06 00:00:00;BALIK;GRANYOZ (DENİZ);KG;25.0;35.0
2021-01-06 00:00:00;BALIK;BÜLBÜL (DENİZ );KG;8.0;8.0
2021-01-06 00:00:00;BALIK;İSTAKOZ (DENİZ);KG;150.0;150.0
2021-01-06 00:00:00;BALIK;TOMBIK(DENİZ);KG;8.0;15.0
2021-01-06 00:00:00;BALIK;HAMSI (DENİZ);KG;2.08;25.0
2021-01-06 00:00:00;İTHAL (DONUK);DONUK TOMBİK;KG;3.33;3.33
2021-01-06 00:00:00;KÜLTÜR;ÇİPURA ( KÜLTÜR );KG;19.0;45.0
2021-01-06 00:00:00;BALIK;YABANİ KALAMAR;KG;4.0;13.0
2021-01-06 00:00:00;BALIK;ÇİMÇİM (DENİZ);KG;3.0;18.0
2021-01-06 00:00:00;KÜLTÜR;LEVREK ( KÜLTÜR );KG;19.0;80.0
2021-01-06 00:00:00;BALIK;MASKO DENİZ;KG;7.0;12.0
2021-01-06 00:00:00;BALIK;IZMARIT (DENİZ);KG;2.0;6.0
2021-01-06 00:00:00;BALIK;KIRLANGIÇ (DENİZ);KG;8.0;80.0
2021-01-06 00:00:00;BALIK;VATOZ (DENİZ);KG;2.0;2.0
2021-01-06 00:00:00;BALIK;KUPEZ (DENİZ);KG;1.25;20.83
2021-01-06 00:00:00;BALIK;KALKAN (DENİZ);KG;100.0;170.0
2021-01-06 00:00:00;BALIK;KAMİT(DENİZ);KG;5.83;5.83
