TARIH;MAL_TURU;MAL_ADI;BIRIM;ASGARI_UCRET;AZAMI_UCRET
2021-01-28 00:00:00;BALIK;BÜLBÜL (DENİZ );KG;8.0;13.0
2021-01-28 00:00:00;BALIK;PAPAĞAN ( DENİZ );KG;20.0;28.0
2021-01-28 00:00:00;BALIK;KÖPEK (DENİZ);KG;15.0;15.0
2021-01-28 00:00:00;BALIK;KAMİT(DENİZ);KG;10.0;10.83
2021-01-28 00:00:00;BALIK;HAMSI (DENİZ);KG;2.08;25.0
2021-01-28 00:00:00;BALIK;SÜBYE (DENİZ);KG;5.0;35.0
2021-01-28 00:00:00;BALIK;KILIÇ (DENİZ);KG;55.0;55.0
2021-01-28 00:00:00;BALIK;ISKORPIT (DENİZ);KG;15.0;15.0
2021-01-28 00:00:00;BALIK;KOLORİT(DENİZ);KG;8.33;8.33
2021-01-28 00:00:00;BALIK;PİSİ ( DENİZ );KG;25.0;25.0
2021-01-28 00:00:00;BALIK;DİL(CANGIDEZ);KG;8.0;8.0
2021-01-28 00:00:00;BALIK;FANGRI (DENİZ);KG;180.0;180.0
2021-01-28 00:00:00;BALIK;LÜFER (KÜÇÜK );KG;20.0;120.0
2021-01-28 00:00:00;BALIK;USKUMRU (DENİZ);KG;15.0;78.0
2021-01-28 00:00:00;BALIK;TIRSI (DENİZ);KG;6.67;20.83
2021-01-28 00:00:00;BALIK;LİDAKİ (DENİZ);KG;4.0;50.0
2021-01-28 00:00:00;BALIK;BAKALYAR(BÜYÜKBOY);KG;10.0;40.0
2021-01-28 00:00:00;BALIK;ÇİMÇİM (DENİZ);KG;4.0;70.0
2021-01-28 00:00:00;BALIK;LEVREK (DENİZ);KG;50.0;70.0
2021-01-29 00:00:00;BALIK;GRANYOZ (DENİZ);KG;24.0;40.0
2021-01-29 00:00:00;BALIK;KIRLANGIÇ (DENİZ);KG;2.5;100.0
2021-01-29 00:00:00;BALIK;BAKALYAR(BÜYÜKBOY);KG;9.0;90.0
2021-01-29 00:00:00;BALIK;SARPA (DENİZ);KG;9.0;16.0
2021-01-29 00:00:00;BALIK;LEVREK (DENİZ);KG;50.0;80.0
2021-01-29 00:00:00;BALIK;MASKO DENİZ;KG;8.0;30.0
2021-01-29 00:00:00;BALIK;TURNA (DENİZ);KG;8.0;30.0
2021-01-29 00:00:00;BALIK;FENER (DENİZ);KG;5.0;40.0
2021-01-29 00:00:00;TATLI SU;İTHAL SOMON(TATLI);KG;50.0;50.0
2021-01-29 00:00:00;BALIK;ÇIPURA (DENİZ);KG;20.0;70.0
2021-01-29 00:00:00;TATLI SU;ÇAPAK(TATLI);KG;4.0;4.0
2021-01-29 00:00:00;BALIK;KARİDES (DENİZ);KG;60.0;180.0
2021-01-29 00:00:00;BALIK;ISTAVRIT (DENİZ);KG;4.17;5.83
2021-01-29 00:00:00;BALIK;TEKİR(DENİZ);KG;7.0;8.0
2021-01-29 00:00:00;TATLI SU;ALABALIK ( TATLI );KG;25.0;25.0
2021-01-29 00:00:00;TATLI SU;SOMON ( TATLI );KG;30.0;30.0
2021-01-29 00:00:00;BALIK;MEZGİT (DENİZ);KG;5.0;25.0
2021-01-29 00:00:00;TATLI SU;SAZAN ( TATLI );KG;15.0;20.0
2021-01-29 00:00:00;TATLI SU;YAYIN ( TATLI );KG;20.0;20.0
2021-01-29 00:00:00;KÜLTÜR;ÇİPURA ( KÜLTÜR );KG;16.5;75.0
2021-01-29 00:00:00;BALIK;MERCAN(KÜÇÜK BOY);KG;1.5;9.0
2021-01-29 00:00:00;BALIK;DIL;KG;25.0;150.0
2021-01-29 00:00:00;BALIK;KALAMAR (DENİZ);KG;60.0;120.0
2021-01-29 00:00:00;BALIK;İSTAVRİT(SARI KANAT);KG;3.33;100.0
2021-01-29 00:00:00;BALIK;KÖPEK (DENİZ);KG;4.0;20.0
2021-01-29 00:00:00;BALIK;LÜFER ( DENİZ);KG;140.0;140.0
2021-01-29 00:00:00;BALIK;SİNARİT (DENİZ);KG;60.0;100.0
2021-01-29 00:00:00;BALIK;BARBUN(KAYA);KG;70.0;160.0
2021-01-29 00:00:00;BALIK;LÜFER (KÜÇÜK );KG;15.0;120.0
2021-01-29 00:00:00;BALIK;KALKAN (DENİZ);KG;100.0;160.0
2021-01-29 00:00:00;BALIK;FANGRI (DENİZ);KG;140.0;140.0
2021-01-29 00:00:00;BALIK;LAHOZ (DENİZ);KG;120.0;150.0
2021-01-29 00:00:00;BALIK;LOKUM(DENİZ);KG;20.0;20.0
2021-01-29 00:00:00;BALIK;YABANİ KALAMAR;KG;5.0;18.0
2021-01-29 00:00:00;BALIK;ISPAROZ (DENİZ);KG;2.0;5.0
2021-01-29 00:00:00;BALIK;USKUMRU (DENİZ);KG;10.0;60.0
2021-01-29 00:00:00;İTHAL (DONUK);MEZGİT;KG;9.0;20.0
2021-01-29 00:00:00;BALIK;BAKALYARO(KÜÇÜKBOY);KG;4.0;9.0
2021-01-29 00:00:00;BALIK;SÜBYE (DENİZ);KG;8.0;150.0
2021-01-29 00:00:00;BALIK;KAMİT(DENİZ);KG;4.17;9.17
2021-01-29 00:00:00;BALIK;KEREVİT ( DENİZ );KG;7.0;7.0
2021-01-29 00:00:00;BALIK;MIRMIR (DENİZ);KG;12.0;50.0
2021-01-29 00:00:00;BALIK;BARBUN (TEKİR);KG;10.0;160.0
2021-01-29 00:00:00;BALIK;KOLYOZ (DENİZ);KG;4.17;16.67
2021-01-29 00:00:00;İTHAL (DONUK);ITHAL USKUMRU(DONUK);KG;17.5;17.5
2021-01-29 00:00:00;BALIK;ZARGANA (DENİZ);KG;15.0;15.0
2021-01-29 00:00:00;BALIK;İSTAKOZ (DENİZ);KG;300.0;300.0
2021-01-29 00:00:00;BALIK;SARDALYA (DENİZ);KG;4.17;20.83
2021-01-29 00:00:00;BALIK;IZMARIT (DENİZ);KG;5.0;10.0
2021-01-29 00:00:00;BALIK;ISKORPIT (DENİZ);KG;4.0;100.0
2021-01-29 00:00:00;KÜLTÜR;LEVREK ( KÜLTÜR );KG;12.0;75.0
2021-01-29 00:00:00;BALIK;HAMSI (DENİZ);KG;5.83;25.0
2021-01-29 00:00:00;BALIK;AHTOPOT (DENİZ);KG;35.0;65.0
2021-01-29 00:00:00;BALIK;YAZILIORKINOS(DENİZ);KG;22.0;22.0
2021-01-29 00:00:00;BALIK;KUPEZ (DENİZ);KG;0.5;16.67
2021-01-29 00:00:00;BALIK;PEYGAMBER (DENİZ);KG;40.0;100.0
2021-01-29 00:00:00;BALIK;MERCAN (BÜYÜKBOY);KG;2.0;200.0
2021-01-29 00:00:00;BALIK;ÇİMÇİM (DENİZ);KG;3.0;15.0
2021-01-29 00:00:00;BALIK;LİDAKİ (DENİZ);KG;3.0;35.0
2021-01-29 00:00:00;BALIK;KEFAL (DENİZ);KG;4.17;13.33
2021-01-29 00:00:00;BALIK;KILIÇ (DENİZ);KG;50.0;50.0
2021-01-29 00:00:00;BALIK;ORKİNOZ (DENİZ);KG;15.0;20.0
2021-01-29 00:00:00;BALIK;DONUK SARDALYA;KG;1.67;1.67
2021-01-29 00:00:00;BALIK;BÜLBÜL (DENİZ );KG;5.0;12.0
2021-01-29 00:00:00;BALIK;YENGEÇ (DENİZ);KG;9.0;9.0
2021-01-29 00:00:00;BALIK;HANOS ( DENİZ );KG;2.0;5.0
2021-01-29 00:00:00;BALIK;KARAGÖZ (DENİZ);KG;3.0;8.0
2021-01-29 00:00:00;BALIK;LÜFER(İRİ BOY);KG;80.0;150.0
2021-01-29 00:00:00;BALIK;TIRSI (DENİZ);KG;5.0;46.47
2021-01-29 00:00:00;BALIK;PAPAĞAN ( DENİZ );KG;25.0;25.0
2021-01-29 00:00:00;TATLI SU;YILAN ( TATLI );KG;8.0;30.0
2021-01-29 00:00:00;BALIK;DİL(CANGIDEZ);KG;3.0;120.0
2021-01-29 00:00:00;BALIK;KOFANA ( DENİZ );KG;120.0;120.0
2021-01-29 00:00:00;BALIK;ÇUÇUNA;KG;3.5;3.5
2021-01-29 00:00:00;BALIK;PİSİ ( DENİZ );KG;10.0;10.0
2021-01-30 00:00:00;BALIK;KUPEZ (DENİZ);KG;1.67;20.0
2021-01-30 00:00:00;İTHAL (DONUK);MEZGİT;KG;5.0;20.0
2021-01-30 00:00:00;BALIK;MASKO DENİZ;KG;8.0;17.0
2021-01-30 00:00:00;BALIK;SÜBYE (DENİZ);KG;20.0;30.0
2021-01-30 00:00:00;BALIK;SOKKAN(DENİZ);KG;17.0;30.0
2021-01-30 00:00:00;BALIK;KEFAL (DENİZ);KG;9.17;35.0
2021-01-30 00:00:00;BALIK;LÜFER(İRİ BOY);KG;110.0;140.0
2021-01-30 00:00:00;BALIK;JAPON HAMSİ;KG;12.5;12.5
2021-01-30 00:00:00;BALIK;YABANİ KALAMAR;KG;5.0;15.0
2021-01-30 00:00:00;BALIK;MERCAN(KÜÇÜK BOY);KG;1.5;8.0
2021-01-30 00:00:00;BALIK;KAMİT(DENİZ);KG;10.0;12.5
2021-01-30 00:00:00;BALIK;TEKİR(DENİZ);KG;8.0;8.0
2021-01-30 00:00:00;BALIK;HAMSI (DENİZ);KG;2.08;20.0
2021-01-30 00:00:00;BALIK;KARAGÖZ (DENİZ);KG;2.0;18.0
2021-01-30 00:00:00;BALIK;SİNARİT (DENİZ);KG;45.0;185.0
2021-01-30 00:00:00;BALIK;BAKALYAR(BÜYÜKBOY);KG;10.0;55.0
2021-01-30 00:00:00;BALIK;ISKORPIT (DENİZ);KG;5.0;90.0
2021-01-30 00:00:00;BALIK;BÜLBÜL (DENİZ );KG;4.0;12.0
2021-01-30 00:00:00;BALIK;ISPAROZ (DENİZ);KG;2.0;4.0
2021-01-30 00:00:00;BALIK;TRANÇA (DENİZ);KG;130.0;130.0
2021-01-30 00:00:00;BALIK;LAHOZ (DENİZ);KG;130.0;140.0
2021-01-30 00:00:00;KÜLTÜR;LEVREK ( KÜLTÜR );KG;12.0;80.0
2021-01-30 00:00:00;BALIK;SARGOZ(DENİZ);KG;25.0;40.0
2021-01-30 00:00:00;BALIK;PEYGAMBER (DENİZ);KG;50.0;100.0
2021-01-30 00:00:00;BALIK;İSTAVRİT(SARI KANAT);KG;6.67;38.0
2021-01-30 00:00:00;BALIK;SARDALYA (DENİZ);KG;4.17;15.83
2021-01-30 00:00:00;BALIK;ÇIPURA (DENİZ);KG;50.0;70.0
2021-01-30 00:00:00;BALIK;HANOS ( DENİZ );KG;2.5;7.0
2021-01-30 00:00:00;TATLI SU;İTHAL SOMON(TATLI);KG;50.0;52.0
2021-01-30 00:00:00;TATLI SU;ALABALIK ( TATLI );KG;25.0;25.0
2021-01-30 00:00:00;BALIK;MELANUR (DENİZ);KG;18.0;27.0
2021-01-30 00:00:00;BALIK;DONUK SARDALYA;KG;2.5;2.5
2021-01-30 00:00:00;BALIK;BARBUN (TEKİR);KG;10.0;170.0
2021-01-30 00:00:00;BALIK;BAKALYARO(KÜÇÜKBOY);KG;4.0;9.0
2021-01-30 00:00:00;BALIK;KEREVİT ( DENİZ );KG;7.0;7.0
2021-01-30 00:00:00;BALIK;LEVREK (DENİZ);KG;35.0;70.0
2021-01-30 00:00:00;BALIK;MIRMIR (DENİZ);KG;10.0;10.0
2021-01-30 00:00:00;BALIK;KALAMAR (DENİZ);KG;90.0;120.0
2021-01-30 00:00:00;BALIK;ÇİMÇİM (DENİZ);KG;3.0;15.0
2021-01-30 00:00:00;BALIK;GRANYOZ (DENİZ);KG;22.0;40.0
2021-01-30 00:00:00;BALIK;TIRSI (DENİZ);KG;4.17;12.5
2021-01-30 00:00:00;BALIK;IZMARIT (DENİZ);KG;1.3;12.0
2021-01-30 00:00:00;BALIK;YENGEÇ (DENİZ);KG;5.0;5.0
2021-01-30 00:00:00;BALIK;MINEKOP (DENİZ);KG;60.0;60.0
2021-01-30 00:00:00;BALIK;SARPA (DENİZ);KG;8.0;19.0
2021-01-30 00:00:00;BALIK;AHTOPOT (DENİZ);KG;60.0;60.0
2021-01-30 00:00:00;BALIK;LİDAKİ (DENİZ);KG;4.0;40.0
2021-01-30 00:00:00;BALIK;VATOZ (DENİZ);KG;2.0;3.0
2021-01-30 00:00:00;BALIK;USKUMRU (DENİZ);KG;8.0;30.0
2021-01-30 00:00:00;BALIK;LÜFER (KÜÇÜK );KG;60.0;90.0
2021-01-30 00:00:00;TATLI SU;YILAN ( TATLI );KG;25.0;30.0
2021-01-30 00:00:00;BALIK;İSTAKOZ (DENİZ);KG;250.0;250.0
2021-01-30 00:00:00;BALIK;FENER (DENİZ);KG;5.0;40.0
2021-01-30 00:00:00;BALIK;KARİDES (DENİZ);KG;80.0;140.0
2021-01-30 00:00:00;BALIK;DONUK HAMSİ;KG;14.17;14.17
2021-01-30 00:00:00;BALIK;KALKAN (DENİZ);KG;140.0;140.0
2021-01-30 00:00:00;BALIK;DİL(CANGIDEZ);KG;2.0;12.0
2021-01-30 00:00:00;BALIK;KIRLANGIÇ (DENİZ);KG;2.5;90.0
2021-01-30 00:00:00;BALIK;MERCAN (BÜYÜKBOY);KG;10.0;190.0
2021-01-30 00:00:00;BALIK;KOLYOZ (DENİZ);KG;4.17;17.5
2021-01-30 00:00:00;BALIK;ISTAVRIT (DENİZ);KG;2.5;6.25
2021-01-30 00:00:00;BALIK;KRAÇA ( DENİZ );KG;3.33;12.5
2021-01-30 00:00:00;BALIK;KÖPEK (DENİZ);KG;10.0;20.0
2021-01-30 00:00:00;KÜLTÜR;ÇİPURA ( KÜLTÜR );KG;20.0;32.0
2021-01-30 00:00:00;TATLI SU;SOMON ( TATLI );KG;23.0;30.0
2021-01-30 00:00:00;BALIK;PİSİ ( DENİZ );KG;20.0;35.0
2021-01-30 00:00:00;BALIK;PALAMUT-TORİK (DENİZ;ADET;40.0;40.0
2021-01-30 00:00:00;BALIK;DIL;KG;30.0;150.0
2021-01-31 00:00:00;BALIK;SOKKAN(DENİZ);KG;20.0;20.0
2021-01-31 00:00:00;BALIK;HANOS ( DENİZ );KG;3.0;4.0
2021-01-31 00:00:00;BALIK;BARBUN (TEKİR);KG;14.0;130.0
2021-01-31 00:00:00;BALIK;KIRLANGIÇ (DENİZ);KG;1.0;90.0
2021-01-31 00:00:00;BALIK;BAKALYARO(KÜÇÜKBOY);KG;4.0;9.0
2021-01-31 00:00:00;BALIK;SÜBYE (DENİZ);KG;10.0;25.0
2021-01-31 00:00:00;BALIK;ISTAVRIT (DENİZ);KG;2.5;6.25
2021-01-31 00:00:00;BALIK;KOLORİT(DENİZ);KG;12.5;12.5
2021-01-31 00:00:00;BALIK;MINEKOP (DENİZ);KG;25.0;45.0
2021-01-31 00:00:00;BALIK;LÜFER (KÜÇÜK );KG;80.0;110.0
2021-01-31 00:00:00;TATLI SU;YAYIN ( TATLI );KG;25.0;25.0
2021-01-31 00:00:00;BALIK;TURNA (DENİZ);KG;40.0;40.0
2021-01-31 00:00:00;BALIK;PALAMUT-TORİK (DENİZ;ADET;30.0;30.0
2021-01-31 00:00:00;BALIK;PİSİ ( DENİZ );KG;60.0;140.0
2021-01-31 00:00:00;BALIK;GRANYOZ (DENİZ);KG;18.0;37.0
2021-01-31 00:00:00;BALIK;MERCAN (BÜYÜKBOY);KG;10.0;200.0
2021-01-31 00:00:00;TATLI SU;ALABALIK ( TATLI );KG;31.25;31.25
2021-01-31 00:00:00;BALIK;KEFAL (DENİZ);KG;8.33;11.67
2021-01-31 00:00:00;TATLI SU;ÇAPAK(TATLI);KG;4.0;4.0
2021-01-31 00:00:00;BALIK;MASKO DENİZ;KG;12.0;12.0
2021-01-31 00:00:00;BALIK;KUPEZ (DENİZ);KG;2.5;20.83
2021-01-31 00:00:00;BALIK;HAMSI (DENİZ);KG;0.25;25.0
2021-01-31 00:00:00;KÜLTÜR;LEVREK ( KÜLTÜR );KG;20.0;56.0
2021-01-31 00:00:00;BALIK;LÜFER(İRİ BOY);KG;120.0;140.0
2021-01-31 00:00:00;TATLI SU;SOMON ( TATLI );KG;25.0;25.0
2021-01-31 00:00:00;KÜLTÜR;ÇİPURA ( KÜLTÜR );KG;20.0;65.0
2021-01-31 00:00:00;BALIK;İSTAVRİT(SARI KANAT);KG;2.08;50.0
2021-01-31 00:00:00;BALIK;AHTOPOT (DENİZ);KG;55.0;60.0
2021-01-31 00:00:00;BALIK;MERCAN(KÜÇÜK BOY);KG;3.0;8.0
2021-01-31 00:00:00;BALIK;TEKİR(DENİZ);KG;8.0;9.0
2021-01-31 00:00:00;BALIK;YABANİ KALAMAR;KG;10.0;15.0
2021-01-31 00:00:00;BALIK;BAKALYAR(BÜYÜKBOY);KG;10.0;40.0
2021-01-31 00:00:00;BALIK;KALAMAR (DENİZ);KG;100.0;120.0
2021-01-31 00:00:00;BALIK;DIL;KG;25.0;150.0
2021-01-31 00:00:00;BALIK;LİDAKİ (DENİZ);KG;6.0;40.0
2021-01-31 00:00:00;BALIK;ISPAROZ (DENİZ);KG;14.0;14.0
2021-01-31 00:00:00;BALIK;KOLYOZ (DENİZ);KG;9.58;10.0
2021-01-31 00:00:00;BALIK;PAPAĞAN ( DENİZ );KG;11.0;11.0
2021-01-31 00:00:00;BALIK;SARDALYA (DENİZ);KG;4.17;20.83
2021-01-31 00:00:00;BALIK;KRAÇA ( DENİZ );KG;4.17;12.5
2021-01-31 00:00:00;BALIK;DONUK HAMSİ;KG;8.33;10.0
2021-01-31 00:00:00;BALIK;IZMARIT (DENİZ);KG;2.0;5.0
2021-01-31 00:00:00;BALIK;MIRMIR (DENİZ);KG;40.0;40.0
2021-01-31 00:00:00;TATLI SU;SAZAN ( TATLI );KG;15.0;25.0
2021-01-31 00:00:00;BALIK;ISKORPIT (DENİZ);KG;15.0;15.0
2021-01-31 00:00:00;BALIK;LAHOZ (DENİZ);KG;140.0;140.0
2021-01-31 00:00:00;BALIK;PEYGAMBER (DENİZ);KG;50.0;90.0
2021-01-31 00:00:00;BALIK;KALKAN (DENİZ);KG;150.0;150.0
2021-01-31 00:00:00;BALIK;ZARGANA (DENİZ);KG;13.0;18.0
2021-01-31 00:00:00;BALIK;KÖPEK (DENİZ);KG;15.0;15.0
2021-01-31 00:00:00;BALIK;KARAGÖZ (DENİZ);KG;2.0;45.0
2021-01-31 00:00:00;BALIK;KARİDES (DENİZ);KG;100.0;120.0
2021-01-31 00:00:00;BALIK;DİL(CANGIDEZ);KG;2.5;2.5
2021-01-31 00:00:00;BALIK;TIRSI (DENİZ);KG;4.17;16.67
2021-01-31 00:00:00;İTHAL (DONUK);MEZGİT;KG;8.0;20.0
2021-01-31 00:00:00;TATLI SU;İTHAL SOMON(TATLI);KG;50.0;50.0
2021-01-31 00:00:00;BALIK;ÇİMÇİM (DENİZ);KG;4.0;9.0
2021-01-31 00:00:00;BALIK;LEVREK (DENİZ);KG;30.0;30.0
2021-01-31 00:00:00;BALIK;FENER (DENİZ);KG;35.0;35.0
2021-02-01 00:00:00;BALIK;MEZGİT (DENİZ);KG;4.0;20.0
2021-02-01 00:00:00;BALIK;MASKO DENİZ;KG;10.0;120.0
2021-02-01 00:00:00;BALIK;TOMBIK(DENİZ);KG;12.0;12.0
2021-02-01 00:00:00;BALIK;BAKALYAR(BÜYÜKBOY);KG;10.0;50.0
2021-02-01 00:00:00;BALIK;BAKALYARO(KÜÇÜKBOY);KG;6.0;9.0
2021-02-01 00:00:00;BALIK;ÇIPURA (DENİZ);KG;30.0;80.0
2021-02-01 00:00:00;BALIK;BARBUN(KAYA);KG;60.0;160.0
2021-02-01 00:00:00;BALIK;LÜFER ( DENİZ);KG;150.0;150.0
2021-02-01 00:00:00;TATLI SU;İTHAL SOMON(TATLI);KG;54.0;54.0
2021-02-01 00:00:00;BALIK;SOKKAN(DENİZ);KG;20.0;25.0
2021-02-01 00:00:00;BALIK;YENGEÇ (DENİZ);KG;20.0;20.0
2021-02-01 00:00:00;BALIK;LEVREK (DENİZ);KG;50.0;80.0
2021-02-01 00:00:00;BALIK;FENER (DENİZ);KG;7.0;40.0
2021-02-01 00:00:00;BALIK;TEKİR(DENİZ);KG;5.0;8.0
2021-02-01 00:00:00;TATLI SU;YAYIN ( TATLI );KG;25.0;25.0
2021-02-01 00:00:00;BALIK;KAMİT(DENİZ);KG;6.67;6.67
2021-02-01 00:00:00;BALIK;PALAMUT-TORİK (DENİZ;ADET;38.0;38.0
2021-02-01 00:00:00;BALIK;PEYGAMBER (DENİZ);KG;4.0;100.0
2021-02-01 00:00:00;BALIK;AHTOPOT (DENİZ);KG;45.0;60.0
2021-02-01 00:00:00;BALIK;ÇİMÇİM (DENİZ);KG;2.5;30.0
2021-02-01 00:00:00;BALIK;HANOS ( DENİZ );KG;2.0;6.5
2021-02-01 00:00:00;BALIK;İSTAVRİT(SARI KANAT);KG;3.33;41.67
2021-02-01 00:00:00;İTHAL (DONUK);MEZGİT;KG;3.0;15.0
2021-02-01 00:00:00;BALIK;DONUK HAMSİ;KG;6.67;11.67
2021-02-01 00:00:00;TATLI SU;ALABALIK ( TATLI );KG;26.25;31.25
2021-02-01 00:00:00;BALIK;MIRMIR (DENİZ);KG;18.0;50.0
2021-02-01 00:00:00;BALIK;ÇİMÇİM (DONUK);KG;25.0;35.0
2021-02-01 00:00:00;BALIK;BÜLBÜL (DENİZ );KG;6.0;15.0
2021-02-01 00:00:00;BALIK;DONUK SARDALYA;KG;10.0;12.5
2021-02-01 00:00:00;BALIK;SÜBYE (DENİZ);KG;20.0;30.0
2021-02-01 00:00:00;BALIK;LİDAKİ (DENİZ);KG;6.0;50.0
2021-02-01 00:00:00;BALIK;TIRSI (DENİZ);KG;1.67;20.0
2021-02-01 00:00:00;BALIK;KEREVİT ( DENİZ );KG;3.0;3.0
2021-02-01 00:00:00;BALIK;MELANUR (DENİZ);KG;15.0;30.0
2021-02-01 00:00:00;BALIK;GRANYOZ (DENİZ);KG;20.0;50.0
2021-02-01 00:00:00;KÜLTÜR;LEVREK ( KÜLTÜR );KG;15.0;72.0
2021-02-01 00:00:00;BALIK;KÖPEK (DENİZ);KG;6.0;130.0
2021-02-01 00:00:00;BALIK;KOFANA ( DENİZ );KG;100.0;120.0
2021-02-01 00:00:00;BALIK;TRANÇA (DENİZ);KG;120.0;120.0
2021-02-01 00:00:00;BALIK;FANGRI (DENİZ);KG;200.0;200.0
2021-02-01 00:00:00;BALIK;KUPEZ (DENİZ);KG;1.25;20.83
2021-02-01 00:00:00;BALIK;KALAMAR (DENİZ);KG;70.0;120.0
2021-02-01 00:00:00;BALIK;DIL;KG;25.0;150.0
2021-02-01 00:00:00;BALIK;TURNA (DENİZ);KG;10.0;35.0
2021-02-01 00:00:00;BALIK;ISKORPIT (DENİZ);KG;2.0;100.0
2021-02-01 00:00:00;BALIK;KOLYOZ (DENİZ);KG;2.5;23.33
2021-02-01 00:00:00;BALIK;KARAGÖZ (DENİZ);KG;2.0;20.0
2021-02-01 00:00:00;BALIK;LÜFER(İRİ BOY);KG;100.0;140.0
2021-02-01 00:00:00;BALIK;SARDALYA (DENİZ);KG;8.33;25.0
2021-02-01 00:00:00;BALIK;KILIÇ (DENİZ);KG;70.0;70.0
2021-02-01 00:00:00;BALIK;VATOZ (DENİZ);KG;2.5;2.5
2021-02-01 00:00:00;BALIK;SİNARİT (DENİZ);KG;20.0;180.0
2021-02-01 00:00:00;BALIK;ÇUÇUNA;KG;3.0;12.0
2021-02-01 00:00:00;BALIK;LÜFER (KÜÇÜK );KG;15.0;433.33
2021-02-01 00:00:00;BALIK;IZMARIT (DENİZ);KG;2.0;10.0
2021-02-01 00:00:00;BALIK;USKUMRU (DENİZ);KG;4.0;50.0
2021-02-01 00:00:00;BALIK;ISTAVRIT (DENİZ);KG;4.17;6.67
2021-02-01 00:00:00;BALIK;ISPAROZ (DENİZ);KG;4.0;10.0
2021-02-01 00:00:00;TATLI SU;SOMON ( TATLI );KG;25.0;35.0
2021-02-01 00:00:00;BALIK;KEFAL (DENİZ);KG;8.33;30.0
2021-02-01 00:00:00;BALIK;AKYA (DENİZ);KG;35.0;60.0
2021-02-01 00:00:00;BALIK;YAZILIORKINOS(DENİZ);KG;20.0;20.0
2021-02-01 00:00:00;BALIK;SARGOZ(DENİZ);KG;50.0;60.0
2021-02-01 00:00:00;BALIK;KARİDES (DENİZ);KG;120.0;180.0
2021-02-01 00:00:00;BALIK;MERCAN(KÜÇÜK BOY);KG;2.0;40.0
2021-02-01 00:00:00;BALIK;MERCAN (BÜYÜKBOY);KG;2.0;180.0
2021-02-01 00:00:00;BALIK;KIRLANGIÇ (DENİZ);KG;1.0;100.0
2021-02-01 00:00:00;BALIK;HAMSI (DENİZ);KG;2.08;35.0
2021-02-01 00:00:00;KÜLTÜR;ÇİPURA ( KÜLTÜR );KG;15.0;39.0
2021-02-01 00:00:00;BALIK;LOKUM(DENİZ);KG;17.0;18.0
2021-02-01 00:00:00;BALIK;JAPON HAMSİ;KG;16.67;16.67
2021-02-01 00:00:00;TATLI SU;YILAN ( TATLI );KG;35.0;35.0
2021-02-01 00:00:00;BALIK;PİSİ ( DENİZ );KG;100.0;100.0
2021-02-01 00:00:00;BALIK;MINEKOP (DENİZ);KG;40.0;40.0
2021-02-01 00:00:00;BALIK;BARBUN (TEKİR);KG;10.0;170.0
2021-02-01 00:00:00;BALIK;İSTAKOZ (DENİZ);KG;270.0;270.0
2021-02-01 00:00:00;BALIK;DİL(CANGIDEZ);KG;2.5;150.0
2021-02-01 00:00:00;BALIK;KRAÇA ( DENİZ );KG;2.5;19.17
2021-02-01 00:00:00;BALIK;YABANİ KALAMAR;KG;3.0;25.0
2021-02-01 00:00:00;BALIK;SARPA (DENİZ);KG;8.0;25.0
2021-02-01 00:00:00;BALIK;LAHOZ (DENİZ);KG;120.0;150.0
2021-02-01 00:00:00;TATLI SU;ÇAPAK(TATLI);KG;5.0;5.0
2021-02-02 00:00:00;BALIK;KEFAL (DENİZ);KG;8.33;30.0
2021-02-02 00:00:00;BALIK;SARGOZ(DENİZ);KG;20.0;60.0
2021-02-02 00:00:00;BALIK;FENER (DENİZ);KG;7.0;30.0
2021-02-02 00:00:00;BALIK;HANOS ( DENİZ );KG;3.0;3.0
2021-02-02 00:00:00;BALIK;SARPA (DENİZ);KG;18.0;20.0
2021-02-02 00:00:00;BALIK;VATOZ (DENİZ);KG;3.0;3.0
2021-02-02 00:00:00;İTHAL (DONUK);MEZGİT;KG;7.0;13.0
2021-02-02 00:00:00;BALIK;KRAÇA ( DENİZ );KG;20.83;25.0
2021-02-02 00:00:00;BALIK;KARAGÖZ (DENİZ);KG;5.0;25.0
2021-02-02 00:00:00;İTHAL (DONUK);ITHAL USKUMRU(DONUK);KG;16.5;16.5
2021-02-02 00:00:00;KÜLTÜR;ÇİPURA ( KÜLTÜR );KG;20.0;42.0
2021-02-02 00:00:00;BALIK;AHTOPOT (DENİZ);KG;30.0;60.0
2021-02-02 00:00:00;BALIK;KIRLANGIÇ (DENİZ);KG;3.0;18.0
2021-02-02 00:00:00;BALIK;BAKALYAR(BÜYÜKBOY);KG;10.0;60.0
2021-02-02 00:00:00;BALIK;SOKKAN(DENİZ);KG;30.0;30.0
2021-02-02 00:00:00;BALIK;MIRMIR (DENİZ);KG;30.0;30.0
2021-02-02 00:00:00;TATLI SU;SAZAN ( TATLI );KG;25.0;25.0
2021-02-02 00:00:00;BALIK;KOLYOZ (DENİZ);KG;8.33;16.67
2021-02-02 00:00:00;BALIK;DİL(CANGIDEZ);KG;2.0;8.0
2021-02-02 00:00:00;BALIK;LOKUM(DENİZ);KG;17.0;17.0
2021-02-02 00:00:00;KÜLTÜR;LEVREK ( KÜLTÜR );KG;12.0;73.0
2021-02-02 00:00:00;TATLI SU;ALABALIK ( TATLI );KG;27.5;27.5
2021-02-02 00:00:00;BALIK;TURNA (DENİZ);KG;19.0;19.0
